"PostID","FBlink","Mitulink","Headline","ShareText","Type","Category","DatePosted","HourPosted","Hour","Day","Month","Reach","Comments","Likes","Shares","TotalInter","InterRate","Clicks","CTR","TimesRepost","Reposted","RepostOrder","Originals","Reposts","ss_headlines","ss_comments","category"
"1405630409737397_1614291808871255","https://www.facebook.com/wearemitu/posts/1614291808871255","https://www.wearemitu.com/mitu-world/these-are-not-your-typical-wrestlers-theyre-way-better/","These Indigenous 'Cholitas' Are Pile-Driving Their Way To Popularity","Next time someone says girls can't be strong, show them this.","Link","Latino Culture",2016-07-01,"5:00:00 p. m.",17,5,7,493424,50,716,95,861,0.0017,47428,612,"2","1","0","1","0",0.4767,0.30225,"Latino Culture"
"1405630409737397_1615381392095630","https://www.facebook.com/wearemitu/posts/1615381392095630","https://www.wearemitu.com/mitu-voice/times-you-felt-like-such-a-boss-because-youre-bilingual-af/","9 Great Moments Bilinguals Will Relate To","I'm bilingual, y qué?!","Link","Latino Culture",2016-07-04,"3:00:00 p. m.",15,1,7,280521,59,1582,270,1911,0.0068,8812,309,"2","1","2","0","1",0.6249,0.094057143,"Latino Culture"
"1405630409737397_1615382425428860","https://www.facebook.com/wearemitu/posts/1615382425428860","https://www.wearemitu.com/newsfeed/15-spanish-words-that-dont-technically-exist-but-we-use-every-day/","15 Spanish Words that Don’t Technically Exist but We Use Every Day","Parquear: to park, usually like a boss.","Link","Latino Culture",2016-07-04,"5:00:00 p. m.",17,1,7,199895,125,606,161,892,0.0045,5201,251,"2","1","2","0","1",0,0.064634375,"Latino Culture"
"1405630409737397_1615384842095285","https://www.facebook.com/wearemitu/posts/1615384842095285","https://www.wearemitu.com/mitu-voice/the-latino-way-to-prevent-home-burglaries/","13 Ways Mexicans Prevented Home Burglaries","Broken glass is the ultimate (Mexican) home security.","Link","Latino Culture",2016-07-04,"11:00:00 p. m.",23,1,7,137544,36,858,93,987,0.0072,2921,201,"2","1","2","0","1",0.0258,0.140333333,"Latino Culture"
"1405630409737397_1615588655408237","https://www.facebook.com/wearemitu/posts/1615588655408237","https://www.wearemitu.com/mitu-voice/diane-guerrero-once-again-helps-us-fight-bullsht-immigration-policies/","OITNB Star Was Taken From Her Family at 14, See What She’s Doing To Ensure It Doesn’t Happen To...","She knows this pain way too well... :(","Link","Citizenship & Politics",2016-07-05,"6:00:00 a. m.",6,2,7,392613,141,2315,268,2724,0.0069,12120,303,"1","1","1","0","1",0.3818,0.043466667,"Citizenship & Politics"
"1405630409737397_1615588835408219","https://www.facebook.com/wearemitu/posts/1615588835408219","https://www.wearemitu.com/mitu-voice/woman-writes-hilarious-letter-about-tampons-to-her-mom/","Latina Writes Letter About Tampons To Her Mom – And It’s Hilarious","YES, someone is finally talking about this!","Link","Sex & Relationships",2016-07-05,"8:00:00 a. m.",8,2,7,186887,47,385,50,482,0.0026,4588,235,"2","1","2","0","1",0.4019,0.188585714,"Sex & Relationships"
"1405630409737397_1615715592062210","https://www.facebook.com/wearemitu/posts/1615715592062210","https://www.wearemitu.com/mitu-world/13-greatest-telenovela-theme-songs-of-all-time/","13 Telenovela Theme Songs That’ll Instantly Transport You To Your Childhood","They're still some of your favorite songs.","Link","TV & Movies",2016-07-05,"10:00:00 a. m.",10,2,7,567304,1072,6833,1139,9044,0.0159,12149,203,"4","1","2","0","1",0,0.401677895,"TV & Movies"
"1405630409737397_1615758378724598","https://www.facebook.com/wearemitu/posts/1615758378724598","https://www.wearemitu.com/mitu-voice/lets-talk-about-the-virginity-myths-our-moms-might-actually-believe/","7 Things Many Latina Moms Think Take Your Virginity","Maybe WE need to have 'the talk' with our moms.","Link","Sex & Relationships",2016-07-05,"12:00:00 p. m.",12,2,7,376948,139,801,102,1042,0.0028,17464,456,"2","1","0","1","0",0,0.098292308,"Sex & Relationships"
"1405630409737397_1615840482049721","https://www.facebook.com/wearemitu/posts/1615840482049721","https://www.wearemitu.com/mitu-world/are-trumps-small-hands-the-reason-he-slanders-latinos/","We've Discovered The Reason Trump Hates Latinos. It's Not What You Think.","This is kind of creepy.","Link","Citizenship & Politics",2016-07-05,"7:00:00 p. m.",19,2,7,241637,175,526,82,783,0.0032,8940,365,"1","1","0","1","0",-0.4404,0.047114286,"Citizenship & Politics"
"1405630409737397_1616167195350383","https://www.facebook.com/wearemitu/posts/1616167195350383","https://www.wearemitu.com/mitu-voice/how-much-longer-do-latinxs-in-hollywood-have-to-deal-with-this-b-s/","Even After Death, Lupe Ontiveros Is Causing A Conversation About Hollywood Stereotypes","It’s 2016, when is this going to stop?","Link","TV & Movies",2016-07-06,"2:00:00 p. m.",14,3,7,204637,43,428,48,519,0.0025,7279,351,"2","1","0","1","0",-0.5994,0.1262125,"TV & Movies"
"1405630409737397_1616233848677051","https://www.facebook.com/wearemitu/posts/1616233848677051","https://www.wearemitu.com/mitu-world/after-a-routine-surgery-this-latina-woke-up-with-a-british-accent/","This Latina Woke Up With A British Accent After A Routine Surgery","Her kids thought she was faking it.","Link","Identities",2016-07-06,"5:00:00 p. m.",17,3,7,543698,1081,3876,689,5646,0.0104,15956,287,"2","1","0","1","0",0,0.208044186,"Identities"
"1405630409737397_1616288252004944","https://www.facebook.com/wearemitu/posts/1616288252004944","https://www.wearemitu.com/mitu-world/this-mexican-woman-was-just-added-to-the-fbis-most-wanted-list/","This Mexican Woman Was Just Added To The FBI’s Most Wanted List","This is what happens when you're obsessed with your ex.","Link","Sensationalist",2016-07-07,"8:00:00 a. m.",8,4,7,366276,174,703,105,982,0.0027,16852,453,"2","1","2","0","1",0,-0.055272,"Sensationalist"
"1405630409737397_1616288488671587","https://www.facebook.com/wearemitu/posts/1616288488671587","https://www.wearemitu.com/newsfeed/finally-a-boricua-sits-in-the-carpool-karaoke-passenger-seat/","This Latino Shows James Corden How We Get Down When We Sing In Cars","What I think I sound like when I'm singing in the car.","Link","Celebrity & Gossip",2016-07-07,"10:00:00 a. m.",10,4,7,163504,8,321,32,361,0.0022,5450,328,"2","1","1","0","1",0,0.164633333,"Celebrity & Gossip"
"1405630409737397_1616289752004794","https://www.facebook.com/wearemitu/posts/1616289752004794","https://www.wearemitu.com/mitu-world/reminder-ac-slater-of-saved-by-the-bell-was-a-proud-chicano/","There’s An Actual Episode Of ’Saved By The Bell’ Where Slater Finds Out He’s Mexican","How did we forget about this episode?","Link","TV & Movies",2016-07-08,"12:00:00 p. m.",12,5,7,436356,274,2861,274,3409,0.0078,14194,320,"5","1","3","0","1",0,0.116642105,"TV & Movies"
"1405630409737397_1616289928671443","https://www.facebook.com/wearemitu/posts/1616289928671443","https://www.wearemitu.com/mitu-voice/hair-fails-every-latina-has-experienced/","Why The 90s Was The Worst Decade For Latina Hair","Mom, why did you do this to me?","Link","Beauty & Fashion",2016-07-06,"9:00:00 p. m.",21,3,7,296251,614,3173,378,4165,0.0141,7573,247,"3","1","1","0","1",-0.6249,0.327784921,"Beauty & Fashion"
"1405630409737397_1616290172004752","https://www.facebook.com/wearemitu/posts/1616290172004752","https://www.wearemitu.com/mitu-voice/all-this-pro-latino-identity-swag-is-everything-we-have-ever-wanted-from-clothing-companies/","These Companies Are Making Hilarious Shirts Latinos Need To Own","We're Latino, deal with it.","Link","Beauty & Fashion",2016-07-06,"11:00:00 p. m.",23,3,7,50908,54,1019,142,1215,0.0239,1366,260,"5","1","3","0","1",0.4019,0.219279167,"Beauty & Fashion"
"1405630409737397_1616676568632779","https://www.facebook.com/wearemitu/posts/1616676568632779","https://www.wearemitu.com/mitu-world/dont-judge-em-these-actors-had-to-start-somewhere/","Don’t Judge ‘Em, These Actors Had To Start Somewhere","Diego Luna looks so different!","Link","Celebrity & Gossip",2016-07-07,"5:00:00 p. m.",17,4,7,151246,3,510,7,520,0.0034,3789,242,"1","1","1","0","1",0,0.227633333,"Celebrity & Gossip"
"1405630409737397_1616676878632748","https://www.facebook.com/wearemitu/posts/1616676878632748","https://www.wearemitu.com/mitu-world/taquero-in-mexico-creates-donald-trump-taco-and-the-ingredients-are-hilarious/","Taquero In Mexico Creates Donald Trump Taco And The Ingredients Are Hilarious","He made a Donald Trump taco and it's everything you think it is.","Link","Food & Beverages",2016-07-08,"8:00:00 a. m.",8,5,7,250412,115,1130,204,1449,0.0058,7517,294,"5","1","3","0","1",0.5859,-0.027577778,"Food & Beverages"
"1405630409737397_1616678445299258","https://www.facebook.com/wearemitu/posts/1616678445299258","https://www.wearemitu.com/mitu-voice/hardest-decisions-mexicans-make/","Answering These Questions Will Determine How Compatible You And Bae Are","Mexicans are going to have a hard time getting through this post.","Link","Food & Beverages",2016-07-07,"9:00:00 p. m.",21,4,7,157109,95,483,59,637,0.0041,4090,251,"3","1","3","0","1",0,0.186689655,"Food & Beverages"
"1405630409737397_1616680011965768","https://www.facebook.com/wearemitu/posts/1616680011965768","https://www.wearemitu.com/mitu-world/latino-movies/#","Watch These Latino Movies And Try To Say You Aren’t Proud To Be A Latino","This is why Latinos should be making more movies.","Link","TV & Movies",2016-07-07,"11:00:00 p. m.",23,4,7,184904,53,2235,279,2567,0.0139,3504,177,"4","1","3","0","1",0.4767,0.200829412,"TV & Movies"
"1405630409737397_1616731851960584","https://www.facebook.com/wearemitu/posts/1616731851960584","https://www.wearemitu.com/mitu-world/these-are-the-most-hilarious-eyerolls-from-the-movie-mi-vida-loca/","11 Hilarious Reaction GIFs from ‘Mi Vida Loca’","Because Latinas are the queens of eyerolls...","Link","TV & Movies",2016-07-08,"2:00:00 p. m.",14,5,7,284434,243,2053,376,2672,0.0094,6097,203,"4","1","3","0","1",0.4019,0.329641379,"TV & Movies"
"1405630409737397_1617046325262470","https://www.facebook.com/wearemitu/posts/1617046325262470","https://www.wearemitu.com/mitu-world/bear-rugs-made-out-of-gang-members/","A Mexican Artist Made Bear Rugs Out of Gang Members from MS-13","Cholo rugs are actually a thing. #CREEPY","Link","Sensationalist",2016-07-08,"4:00:00 p. m.",16,5,7,506737,622,2523,484,3629,0.0072,13433,257,"7","1","6","0","1",0,-0.001937755,"Sensationalist"
"1405630409737397_1617047458595690","https://www.facebook.com/wearemitu/posts/1617047458595690","https://www.wearemitu.com/mitu-voice/7-next-level-quince-themes/","7 Quinceañeras Who Didn’t Settle For Basic Themes","They put all other quinces to shame.","Link","Latino Culture",2016-07-08,"9:00:00 p. m.",21,5,7,654280,463,5652,556,6671,0.0102,35051,508,"4","1","3","0","1",0,0.330188462,"Latino Culture"
"1405630409737397_1617052968595139","https://www.facebook.com/wearemitu/posts/1617052968595139","https://www.wearemitu.com/mitu-voice/latinos-never-eat-snacks-the-basic-way/","Only a Mexican Stomach Can Survive These Snacks","Guaranteed to make Mexicans' mouths water...","Link","Food & Beverages",2016-07-08,"11:00:00 p. m.",23,5,7,523959,642,8268,707,9617,0.0184,11560,211,"8","1","6","0","1",0,0.097656,"Food & Beverages"
"1405630409737397_1617053218595114","https://www.facebook.com/wearemitu/posts/1617053218595114","https://www.wearemitu.com/mitu-world/this-yale-bound-latina-admitted-shes-undocumented-in-her-valedictorian-speech/","Texas Teen Tells Her Class She’s Undocumented In Her Valedictorian Speech","This couldn't have been easy.","Link","Identities",2016-07-09,"10:00:00 a. m.",10,6,7,162968,33,1311,74,1418,0.0087,1485,74,"1","1","1","0","1",0,0.18605,"Identities"
"1405630409737397_1617053655261737","https://www.facebook.com/wearemitu/posts/1617053655261737","https://www.wearemitu.com/mitu-world/11-passionate-bloody-and-dramatic-telenovelas-you-need-to-watch-on-netflix/","11 Binge-worthy Telenovelas You Need to Watch on Netflix","Thank you, Netflix.","Link","TV & Movies",2016-07-09,"8:00:00 a. m.",8,6,7,57087,95,611,59,765,0.0134,1857,320,"7","1","5","0","1",0,0.30729,"TV & Movies"
"1405630409737397_1617053795261723","https://www.facebook.com/wearemitu/posts/1617053795261723","https://www.wearemitu.com/mitu-world/watch-salma-hayek-throws-perfectly-sweet-shade-at-donald-trump-and-his-supporters/","Watch: Salma Hayek Throws Perfectly Sweet Shade At Donald Trump And His Supporters","Salma 1, Trump 0.","Link","Celebrity & Gossip",2016-07-09,"12:00:00 p. m.",12,6,7,284504,378,1729,217,2324,0.0082,6989,236,"4","1","3","0","1",0.8779,0.102105556,"Celebrity & Gossip"
"1405630409737397_1617054091928360","https://www.facebook.com/wearemitu/posts/1617054091928360","https://www.wearemitu.com/mitu-voice/11-latino-themed-cap-designs-for-your-graduation-inspo/","11 Latino-Themed Cap Designs For Your Graduation Inspo","La chancla made me do it.","Link","Family & Friends",2016-07-09,"2:00:00 p. m.",14,6,7,202764,81,1725,99,1905,0.0094,3386,153,"2","1","2","0","1",0,0.398107692,"Family & Friends"
"1405630409737397_1617054348595001","https://www.facebook.com/wearemitu/posts/1617054348595001","https://www.wearemitu.com/mitu-voice/times-vicente-fernandez-dgaf/","9 Reasons You HAVE TO Follow Vicente Fernandez on IG and Snap","He's actually pretty hilarious.","Link","Celebrity & Gossip",2016-07-09,"5:00:00 p. m.",17,6,7,403064,261,3451,262,3974,0.0099,9799,233,"6","1","4","0","1",0,0.171054545,"Celebrity & Gossip"
"1405630409737397_1617054501928319","https://www.facebook.com/wearemitu/posts/1617054501928319","https://www.wearemitu.com/mitu-world/both-gina-rodriguez-and-wilmer-valderrama-slayed-on-lip-sync-battle/","Both Gina Rodriguez AND Wilmer Valderrama Slayed On “Lip Sync Battle”","This is like ultra sexy karaoke.","Link","Celebrity & Gossip",2016-07-09,"7:00:00 p. m.",19,6,7,255449,23,1360,64,1447,0.0057,5613,209,"2","1","2","0","1",0,0.124666667,"Celebrity & Gossip"
"1405630409737397_1617059445261158","https://www.facebook.com/wearemitu/posts/1617059445261158","https://www.wearemitu.com/mitu-voice/eva-longorias-story-of-discovering-her-latina-ness-is-something-we-can-all-relate-to/","This Actor Had No Idea She Was Mexican Until She Changed Schools In Third Grade","It all changed when she went to a predominantly white school.","Link","Celebrity & Gossip",2016-07-09,"9:00:00 p. m.",21,6,7,360097,256,1532,87,1875,0.0052,10145,275,"3","1","2","0","1",-0.296,0.018527273,"Celebrity & Gossip"
"1405630409737397_1617059805261122","https://www.facebook.com/wearemitu/posts/1617059805261122","https://www.wearemitu.com/mitu-world/the-day-jackie-flaca-cruz-almost-died/","Jackie “Flaca” Cruz Talks Nearly Dying and Sexual Orientation","Omg, she really almost died!","Link","Celebrity & Gossip",2016-07-09,"11:00:00 p. m.",23,6,7,315068,26,667,34,727,0.0023,11723,367,"6","1","5","0","1",0,0.7579,"Celebrity & Gossip"
"1405630409737397_1617060071927762","https://www.facebook.com/wearemitu/posts/1617060071927762","https://www.wearemitu.com/mitu-voice/quiz-how-long-should-your-eyeliner-wing-be-based-on-your-sass/","On A Scale Of Classy To Chola, What Does Your Eyeliner Look Like Based On Your Attitude?","Is your sass worthy of the winged eyeliner?","Link","Beauty & Fashion",2016-07-10,"8:00:00 a. m.",8,7,7,224812,76,526,55,657,0.0029,7082,310,"4","1","3","0","1",0.6597,0.544725,"Beauty & Fashion"
"1405630409737397_1617060861927683","https://www.facebook.com/wearemitu/posts/1617060861927683","https://www.wearemitu.com/mitu-world/north-carolina-high-school-students-built-a-wall-as-a-senior-prank/","North Carolina High School Students Built A Wall As A Senior ‘Prank’","What kind of school allows this to happen?","Link","News & Issues",2016-07-10,"10:00:00 a. m.",10,7,7,439989,295,2194,280,2769,0.0063,12515,277,"2","1","1","0","1",0,-0.268931868,"News & Issues"
"1405630409737397_1617061058594330","https://www.facebook.com/wearemitu/posts/1617061058594330","https://www.wearemitu.com/mitu-voice/expectations-guys-have-of-their-latina-gfs/","Expectations Guys Have of Their Latina GFs","Please just stop.","Link","Sex & Relationships",2016-07-10,"12:00:00 p. m.",12,7,7,319670,162,873,223,1258,0.0039,11030,340,"8","1","6","0","1",0,0.261492,"Sex & Relationships"
"1405630409737397_1617061675260935","https://www.facebook.com/wearemitu/posts/1617061675260935","https://www.wearemitu.com/mitu-voice/7-times-justin-bieber-tried-to-be-one-with-latinos/","Justin We Get It, You’re In Love With A Latina, But All This Is Unnecessary","Justin Bieber is kind of obsessed with us.","Link","Celebrity & Gossip",2016-07-10,"5:00:00 p. m.",17,7,7,320266,72,1355,65,1492,0.0047,8833,269,"4","1","3","0","1",0.6369,0.026490909,"Celebrity & Gossip"
"1405630409737397_1617061988594237","https://www.facebook.com/wearemitu/posts/1617061988594237","https://www.wearemitu.com/mitu-voice/immigrationstoryin5words-shows-immigration-is-not-just-latino/","This Might Be The Internet’s Greatest Clapback To Immigrant Haters","The trolls didn’t win this time.","Link","Latino Culture",2016-07-10,"2:00:00 p. m.",14,7,7,340443,22,944,90,1056,0.0031,11821,342,"3","1","1","0","1",0.25,-0.3273,"Latino Culture"
"1405630409737397_1617934778506958","https://www.facebook.com/wearemitu/posts/1617934778506958","https://www.wearemitu.com/mitu-world/an-atlanta-woman-was-tortured-by-her-husband-and-it-was-all-in-front-of-their-infant-child/","A Nightmare Abuse Story Took Place In Front Of An 18-Day-Old Baby","What kind of monster would do this?!","Link","Sensationalist",2016-07-10,"7:00:00 p. m.",19,7,7,446805,155,2002,347,2504,0.0056,21665,474,"1","1","0","1","0",-0.6369,-0.17965443,"Sensationalist"
"1405630409737397_1618247995142303","https://www.facebook.com/wearemitu/posts/1618247995142303","https://www.wearemitu.com/mitu-world/watch-bill-oreilly-spend-an-entire-interview-trying-to-school-jorge-ramos-on-donald-trump-and-failing-brilliantly/","Bill O’Reilly Asked Jorge Ramos If Supporting Donald Trump’s Wall Plan Makes Him Racist","Don't pick a fight with Jorge Ramos.","Link","Citizenship & Politics",2016-07-12,"8:00:00 a. m.",8,2,7,42752,13,169,27,209,0.0049,1444,333,"3","1","3","0","1",-0.2732,-0.48772,"Citizenship & Politics"
"1405630409737397_1618368711796898","https://www.facebook.com/wearemitu/posts/1618368711796898","https://www.wearemitu.com/mitu-world/which-latina-tv-character-are-you/","Which Latina TV Character Are You?","What show do you belong in?","Link","TV & Movies",2016-07-11,"11:00:00 p. m.",23,1,7,166498,39,318,15,372,0.0022,5586,330,"5","1","3","0","1",0,0.246455556,"TV & Movies"
"1405630409737397_1618629025104200","https://www.facebook.com/wearemitu/posts/1618629025104200","https://www.wearemitu.com/mitu-voice/when-youre-a-not-so-curvy-latina/","What You Go Through When You’re Not The Ideal Curvy Latina","""Flaca"" is forever my nickname.","Link","Beauty & Fashion",2016-07-12,"12:00:00 p. m.",12,2,7,370101,96,847,134,1077,0.0029,17997,475,"2","1","0","1","0",0.5267,0.224242857,"Beauty & Fashion"
"1405630409737397_1618648261768943","https://www.facebook.com/wearemitu/posts/1618648261768943","https://www.wearemitu.com/mitu-world/he-crossed-the-border-worked-as-a-dishwasher-and-opened-his-own-restaurant/","This Former Dishwasher Owns One Of The Most Popular Mexican Restaurants In San Francisco","He earned his success.","Link","Identities",2016-07-12,"2:00:00 p. m.",14,2,7,302654,194,4474,396,5064,0.0167,5655,174,"3","1","1","0","1",0.4754,0.447029167,"Identities"
"1405630409737397_1618740285093074","https://www.facebook.com/wearemitu/posts/1618740285093074","https://www.wearemitu.com/mitu-world/what-u-s-citizens-are-actually-being-deported/","Being Born In The US Didn't Stop ICE From Deporting These People","This is messed up on so many levels.","Link","News & Issues",2016-07-12,"5:00:00 p. m.",17,2,7,428937,346,2518,758,3622,0.0084,12377,282,"1","1","0","1","0",0.2235,-0.288272581,"News & Issues"
"1405630409737397_1618767548423681","https://www.facebook.com/wearemitu/posts/1618767548423681","https://www.wearemitu.com/mitu-life/11-foods-you-had-to-explain-to-your-white-friends/","11 Foods You Had To Explain To Your White Friends","They've been missing out.","Link","Food & Beverages",2016-07-12,"7:00:00 p. m.",19,2,7,460739,441,5627,858,6926,0.015,13316,282,"3","1","1","0","1",0.4767,0.223665714,"Food & Beverages"
"1405630409737397_1618767848423651","https://www.facebook.com/wearemitu/posts/1618767848423651","https://www.wearemitu.com/mitu-world/meet-the-mexican-teenager-being-called-the-next-fernando-valenzuela/","This Mexican Teenager Is So Good, The L.A. Dodgers Couldn’t Help But Call Him Up","He was discovered by accident.","Link","Sports",2016-07-12,"9:00:00 p. m.",21,2,7,360196,100,4523,328,4951,0.0137,8196,218,"2","1","1","0","1",0.7089,0.466678947,"Sports"
"1405630409737397_1618777651756004","https://www.facebook.com/wearemitu/posts/1618777651756004","https://www.wearemitu.com/mitu-world/quiz-which-mi-vida-loca-character-are-you/","Quiz: Which “Mi Vida Loca” Character Are You? Sad Girl, Mousie, Whisper or Giggles?","Find out which chola is your twinsie for life.","Link","Latino Culture",2016-07-12,"11:00:00 p. m.",23,2,7,192935,366,893,178,1437,0.0074,5764,293,"6","1","5","0","1",-0.3939,0.194502857,"Latino Culture"
"1405630409737397_1619011518399284","https://www.facebook.com/wearemitu/posts/1619011518399284","https://www.wearemitu.com/mitu-world/latinas-for-trump-have-arrived/","These Latinas Just Came Out Of The Closet For Trump","Everything about this makes me sick.","Link","News & Issues",2016-07-13,"10:00:00 a. m.",10,3,7,254692,629,776,33,1438,0.0056,7345,281,"2","1","1","0","1",0,-0.166106832,"News & Issues"
"1405630409737397_1619053445061758","https://www.facebook.com/wearemitu/posts/1619053445061758","https://www.wearemitu.com/mitu-voice/facebook-profile-names-that-will-blow-your-mind/","11 Spanish Names That’ll Mean Something Totally Different When You Read Them Out Loud","That's probably why she's not smiling.","Link","Latino Culture",2016-07-13,"12:00:00 p. m.",12,3,7,566492,951,4197,846,5994,0.0106,19453,338,"3","1","1","0","1",0,0.340924545,"Latino Culture"
"1405630409737397_1619103551723414","https://www.facebook.com/wearemitu/posts/1619103551723414","https://www.wearemitu.com/mitu-voice/benefits-of-living-at-home/","10 Reasons Why Latinos Never Move Out Of Their Parents’ House","It's your fault, mom.","Link","Family & Friends",2016-07-13,"2:00:00 p. m.",14,3,7,184218,137,697,162,996,0.0054,3654,185,"3","1","3","0","1",0,0.31035,"Family & Friends"
"1405630409737397_1619455075021595","https://www.facebook.com/wearemitu/posts/1619455075021595","https://www.wearemitu.com/mitu-voice/this-frida-kahlo-comic-perfectly-captures-what-the-artist-means-to-all-mexicanas/","This Comic Perfectly Sums Up Why Frida Kahlo Is So F*cking Iconic","Every little girl needs to see this.","Link","Latino Culture",2016-07-14,"8:03:28 a. m.",8,4,7,285742,215,2755,506,3476,0.0122,5391,176,"2","1","0","1","0",0.6369,0.272058824,"Latino Culture"
"1405630409737397_1619530835014019","https://www.facebook.com/wearemitu/posts/1619530835014019","https://www.wearemitu.com/mitu-voice/did-you-know-that-mariah-carey-was-almost-maria-nunez/","One Of The World’s Top Recording Artists Reveals She’s Latina, Not Irish Like Everyone Thought","They changed her name out of fear of discrimination.","Link","Celebrity & Gossip",2016-07-14,"12:00:00 p. m.",12,4,7,352071,342,1148,163,1653,0.0047,14242,401,"5","1","4","0","1",0.5106,0.133019231,"Celebrity & Gossip"
"1405630409737397_1619538848346551","https://www.facebook.com/wearemitu/posts/1619538848346551","https://www.wearemitu.com/mitu-voice/these-people-will-make-you-feel-relieved-youre-single/","These People Failed Miserably At Relationships","These are making my eyes hurt.","Link","Sex & Relationships",2016-07-14,"2:00:00 p. m.",14,4,7,254638,31,233,13,277,0.0011,9517,369,"6","1","4","0","1",-0.7506,-0.26365,"Sex & Relationships"
"1405630409737397_1619600361673733","https://www.facebook.com/wearemitu/posts/1619600361673733","https://www.wearemitu.com/mitu-voice/things-that-happen-during-sex-that-no-one-talks-about/","12 Horrible Things That Happen During Sex To Everyone","Yeaaaaah...that would kill the mood.","Link","Sex & Relationships",2016-07-14,"5:00:00 p. m.",17,4,7,166640,4,84,7,95,6e-04,5806,343,"5","1","4","0","1",-0.5423,-0.1027,"Sex & Relationships"
"1405630409737397_1619633345003768","https://www.facebook.com/wearemitu/posts/1619633345003768","https://www.wearemitu.com/mitu-world/a-mitu-investigation-did-becky-g-get-the-gap-in-her-teeth-removed/","A mitú Investigation: Did Becky G Fix The Gap In Her Teeth?","Yeah, she definitely did something.","Link","Celebrity & Gossip",2016-07-14,"7:00:00 p. m.",19,4,7,217142,96,469,12,577,0.0027,7601,345,"1","1","0","1","0",0,0.226505263,"Celebrity & Gossip"
"1405630409737397_1619633778337058","https://www.facebook.com/wearemitu/posts/1619633778337058","https://www.wearemitu.com/mitu-world/quiz-what-will-you-look-like-in-25-years/","Quiz: What Will You Look Like in 25 years?","Okay, this sh*t is scary.","Link","Celebrity & Gossip",2016-07-14,"9:00:00 p. m.",21,4,7,111235,23,104,11,138,0.0012,2645,228,"5","1","4","0","1",0.3612,0.1144875,"Celebrity & Gossip"
"1405630409737397_1619634001670369","https://www.facebook.com/wearemitu/posts/1619634001670369","https://www.wearemitu.com/mitu-voice/can-you-tell-if-it-is-kim-kardashian-or-el-chapos-wife/","Quiz: Can You Tell If This Is Kim Kardashian Or El Chapo’s Wife?","She looks exactly like Kim!","Link","Celebrity & Gossip",2016-07-14,"11:00:00 p. m.",23,4,7,104571,57,149,12,218,0.0021,2494,228,"4","1","4","0","1",0,-0.174138889,"Celebrity & Gossip"
"1405630409737397_1619958008304635","https://www.facebook.com/wearemitu/posts/1619958008304635","https://www.wearemitu.com/mitu-voice/this-13-year-old-stand-up-destroys-trump/","This Little Girl Delivered The Perfect Joke And Dragged Donald Trump","She destroyed him and it’s perfect.","Link","Identities",2016-07-15,"10:05:00 a. m.",10,5,7,223322,177,1566,185,1928,0.0086,5535,238,"2","1","1","0","1",0.6908,0.340278261,"Identities"
"1405630409737397_1619998901633879","https://www.facebook.com/wearemitu/posts/1619998901633879","https://www.wearemitu.com/mitu-world/umm-these-latino-band-names-look-weird-af-when-translated-to-english/","We Decided To Photoshop These Band Names Into English And The Results Are Hilarious","LOL @ The Dynamite Of Sonora.","Link","Music",2016-07-15,"2:00:00 p. m.",14,5,7,505363,631,2637,491,3759,0.0074,16090,313,"3","1","1","0","1",0.4019,0.150735897,"Music"
"1405630409737397_1620000701633699","https://www.facebook.com/wearemitu/posts/1620000701633699","https://www.wearemitu.com/mitu-world/this-fox-sports-reporter-talked-st-about-mexicans-on-a-live-stream/","This FOX Sports Reporter Talked S**t About Mexicans On A Live Stream","You have to be a real idiot to make a comment like this.","Link","Sensationalist",2016-07-16,"12:00:00 p. m.",12,6,7,342088,380,1250,203,1833,0.0054,8225,230,"2","1","1","0","1",0,-0.161598913,"Sensationalist"
"1405630409737397_1620001188300317","https://www.facebook.com/wearemitu/posts/1620001188300317","https://www.wearemitu.com/mitu-voice/things-better-than-porn-for-latinas/","This is Why Latinas Have No Need to Watch Porn","Sorry boys, this is what really turns us on.","Link","Sex & Relationships",2016-07-16,"8:00:00 a. m.",8,6,7,390114,128,655,73,856,0.0022,18923,474,"6","1","5","0","1",-0.296,0.258409091,"Sex & Relationships"
"1405630409737397_1620001574966945","https://www.facebook.com/wearemitu/posts/1620001574966945","https://www.wearemitu.com/mitu-voice/9-times-latino-shaming-failed/","9 Times Latino Shaming Failed","Making fun of my accent? I'm bilingual!","Link","Latino Culture",2016-07-16,"5:00:01 p. m.",17,6,7,540483,155,2531,339,3025,0.0056,22613,413,"7","1","6","0","1",-0.5106,0.23330625,"Latino Culture"
"1405630409737397_1620002898300146","https://www.facebook.com/wearemitu/posts/1620002898300146","https://www.wearemitu.com/mitu-voice/this-white-guy-slays-el-zapateado-y-bachata-during-his-wedding-dance/","This White Guy Slayed At El Zapateado Y Bachata During His Wedding Dance And… It. Was. Epic","By far the best wedding dance on the Internet.","Link","Sex & Relationships",2016-07-15,"11:59:59 a. m.",11,5,7,399730,301,2614,431,3346,0.0084,12762,314,"5","1","4","0","1",0,0.457835714,"Sex & Relationships"
