"PostID","FBlink","Mitulink","Headline","ShareText","Type","Category","DatePosted","HourPosted","Hour","Day","Month","Reach","Comments","Likes","Shares","TotalInter","InterRate","Clicks","CTR","TimesRepost","Reposted","RepostOrder","Originals","Reposts","ss_headlines","ss_comments","category"
"1405630409737397_1498987820401655","https://www.facebook.com/wearemitu/posts/1498987820401655","https://www.wearemitu.com/mitu-world/quiz-can-you-tell-which-celeb-is-latino/","Quiz: Can You Tell Who on the List is Latino?","QUIZ: Which one of these celebs is Latino?  a) Ariana Grande  b) Vanessa Hudgens  c) Bruno Mars.","Link","Celebrity & Gossip",2015-10-01,"9:03:17 a. m.",9,4,10,2634,1,2,2,5,0.0019,15,39,"4","1","0","1","0",0,0,"Celebrity & Gossip"
"1405630409737397_1498997103734060","https://www.facebook.com/wearemitu/posts/1498997103734060","https://www.wearemitu.com/mitu-world/latino-songs-dance-party/","13 Latino Songs Guaranteed to Get You Out of Your Chair and Dancing","We dare your hips not to move when you hear these songs.","Link","Music",2015-10-01,"10:03:04 a. m.",10,4,10,4597,0,26,9,35,0.0076,103,214,"4","1","0","1","0",0,0,"Music"
"1405630409737397_1499006770399760","https://www.facebook.com/wearemitu/posts/1499006770399760","https://www.wearemitu.com/mitu-world/quiz-which-movie-cholo-are-you/","Quiz: Which Movie Cholo Are You? Miklo, Smiley or Angel?","Find out who your cholo spirit animal is.","Link","TV & Movies",2015-10-01,"11:02:56 a. m.",11,4,10,6636,7,34,4,45,0.0068,153,221,"5","1","0","1","0",0.4696,0.0289,"TV & Movies"
"1405630409737397_1499041550396282","https://www.facebook.com/wearemitu/posts/1499041550396282","https://www.wearemitu.com/mitu-voice/love-songs-broken-heart/","These 21 Latino Songs Will Help You through Your Breakup","Sit down, relax and let these songs cure your broken heart.","Link","Music",2015-10-01,"2:00:50 p. m.",14,4,10,9035,9,94,19,122,0.0135,295,322,"6","1","0","1","0",0.4019,0,"Music"
"1405630409737397_1499082580392179","https://www.facebook.com/wearemitu/posts/1499082580392179","https://www.wearemitu.com/mitu-world/el-chapos-sons-are-still-showing-off-all-over-social-media/","El Chapo’s Sons are Still Showing Off All Over Social Media","Photos that proof that El Chapo's sons really DGAF.","Link","Sensationalist",2015-10-01,"7:00:57 p. m.",19,4,10,22177,12,129,14,155,0.007,964,429,"6","1","0","1","0",0,0.4757,"Sensationalist"
"1405630409737397_1499091423724628","https://www.facebook.com/wearemitu/posts/1499091423724628","https://www.wearemitu.com/mitu-world/quiz-which-movie-cholo-are-you/","Quiz: Which Movie Cholo Are You? Miklo, Smiley or Angel?","Find out who your cholo spirit animal is.","Link","TV & Movies",2015-10-01,"8:00:50 p. m.",20,4,10,3488,7,11,6,24,0.0069,53,137,"5","1","1","0","1",0.4696,0,"TV & Movies"
"1405630409737397_1499288657038238","https://www.facebook.com/wearemitu/posts/1499288657038238","https://www.wearemitu.com/mitu-life/hangovercure/","Think that Gallon of Agua is Helping Your Hangover? Here’s Why You’re Wrong","Thanks a lot science!","Link","News & Issues",2015-10-02,"3:01:07 p. m.",15,5,10,7361,2,16,3,21,0.0029,141,179,"5","1","0","1","0",-0.2263,-0.2244,"News & Issues"
"1405630409737397_1499448327022271","https://www.facebook.com/wearemitu/posts/1499448327022271","https://www.wearemitu.com/mitu-life/7-quotes-from-la-dona-maria-felix-that-will-get-you-through-the-week/","7 Quotes from La Doña María Félix that Will Get You through the Week","María Félix quotes that are more relatable now than ever before.","Link","Identities",2015-10-03,"8:04:14 a. m.",8,6,10,9607,5,97,24,126,0.0131,225,224,"5","1","0","1","0",0,0.5567,"Identities"
"1405630409737397_1499547497012354","https://www.facebook.com/wearemitu/posts/1499547497012354","https://www.wearemitu.com/mitu-world/did-la-quirky-nancy-discover-mangoes-on-a-stick/","White People Discovering Mangoes on a Stick Inspires La Quirky Nancy","This is what happens when hipsters discover Mexican street food.","Link","Food & Beverages",2015-10-03,"6:01:20 p. m.",18,6,10,16249,6,102,11,119,0.0073,568,345,"6","1","0","1","0",0.4404,-0.6458,"Food & Beverages"
"1405630409737397_1499578303675940","https://www.facebook.com/wearemitu/posts/1499578303675940","https://www.wearemitu.com/mitu-world/el-chapos-sons-are-still-showing-off-all-over-social-media/","Two of El Chapo’s Sons are Using Social Media to Show the World How...","Photos that proof that El Chapo's sons really DGAF.","Link","Sensationalist",2015-10-03,"10:01:15 p. m.",22,6,10,17506,11,71,15,97,0.0055,828,464,"6","1","1","0","1",0,0.0812,"Sensationalist"
"1405630409737397_1499681313665639","https://www.facebook.com/wearemitu/posts/1499681313665639","https://www.wearemitu.com/mitu-world/pobresita-tina-fey-had-a-really-tough-time-naming-20-latino-performers/","Watch Tina Fey Try Her Hardest to Name 20 Latino Performers","But can you do any better? And no, saying ""that girl from that show"" doesn't count.","Link","Celebrity & Gossip",2015-10-04,"8:02:16 a. m.",8,7,10,9024,2,37,5,44,0.0049,173,179,"2","1","0","1","0",0,0,"Celebrity & Gossip"
"1405630409737397_1499705396996564","https://www.facebook.com/wearemitu/posts/1499705396996564","https://www.wearemitu.com/mitu-voice/love-songs-broken-heart/","These 21 Latino Songs Will Help You through Your Breakup","Sit down, relax and let these songs cure your broken heart.","Link","Music",2015-10-04,"9:01:57 a. m.",9,7,10,8175,9,85,17,111,0.0136,241,289,"6","1","1","0","1",0.4019,0,"Music"
"1405630409737397_1499760586991045","https://www.facebook.com/wearemitu/posts/1499760586991045","https://www.wearemitu.com/mitu-voice/things-we-missed-out-on-because-our-parents-were-insanely-strict/","Proof Latino Parents Deprived Us of a Normal Childhood","This is what it's like to grow up being that one kid with the strict parents. Sleepovers with boys and girls? Hahaha...NEVER.","Link","Family & Friends",2015-10-04,"2:01:06 p. m.",14,7,10,17933,26,140,30,196,0.0109,502,273,"7","1","0","1","0",-0.4767,0.4098,"Family & Friends"
"1405630409737397_1499782856988818","https://www.facebook.com/wearemitu/posts/1499782856988818","https://www.wearemitu.com/mitu-life/hangovercure/","Think that Gallon of Agua is Helping Your Hangover? Here’s Why You’re Wrong","Thanks a lot science!","Link","News & Issues",2015-10-04,"5:00:48 p. m.",17,7,10,5446,1,17,1,19,0.0035,97,165,"5","1","1","0","1",-0.2263,0,"News & Issues"
"1405630409737397_1499823396984764","https://www.facebook.com/wearemitu/posts/1499823396984764","https://www.wearemitu.com/mitu-world/did-la-quirky-nancy-discover-mangoes-on-a-stick/","White People Discovering Mangoes on a Stick Inspires La Quirky Nancy","This is what happens when hipsters discover Mexican street food.","Link","Food & Beverages",2015-10-04,"10:00:45 p. m.",22,7,10,7857,6,43,6,55,0.007,115,131,"6","1","1","0","1",0.4404,0,"Food & Beverages"
"1405630409737397_1499959593637811","https://www.facebook.com/wearemitu/posts/1499959593637811","https://www.wearemitu.com/mitu-world/did-la-quirky-nancy-discover-mangoes-on-a-stick/","White People Discovering Mangoes on a Stick Inspires La Quirky Nancy","This is what happens when hipsters discover Mexican street food.","Link","Food & Beverages",2015-10-05,"1:00:51 p. m.",13,1,10,3954,0,16,2,18,0.0046,15,21,"6","1","2","0","1",0.4404,0,"Food & Beverages"
"1405630409737397_1499967370303700","https://www.facebook.com/wearemitu/posts/1499967370303700","https://www.wearemitu.com/mitu-world/muxesgender/","Not Male, Not Female, but Muxe, Mexico’s Third Gender","The new gender you need to know about.","Link","Sensationalist",2015-10-05,"2:00:51 p. m.",14,1,10,27388,22,174,32,228,0.0083,1452,506,"8","1","0","1","0",0,0.361633333,"Sensationalist"
"1405630409737397_1499978356969268","https://www.facebook.com/wearemitu/posts/1499978356969268","https://www.wearemitu.com/mitu-voice/things-we-missed-out-on-because-our-parents-were-insanely-strict/","Proof Latino Parents Deprived Us of a Normal Childhood","This is what it's like to grow up being that one kid with the strict parents. Sleepovers with boys and girls? Hahaha...NEVER.","Link","Family & Friends",2015-10-05,"3:01:00 p. m.",15,1,10,4061,9,17,3,29,0.0071,18,26,"7","1","1","0","1",-0.4767,0,"Family & Friends"
"1405630409737397_1500151690285268","https://www.facebook.com/wearemitu/posts/1500151690285268","https://www.wearemitu.com/mitu-voice/demi-lovato-goes-naked/","No Makeup, No Lights, No Photoshop: This is Demi Lovato","You're welcome world.","Link","Celebrity & Gossip",2015-10-06,"8:02:13 a. m.",8,2,10,18076,13,147,4,164,0.0091,1041,527,"3","1","0","1","0",-0.6808,0.509,"Celebrity & Gossip"
"1405630409737397_1500214320279005","https://www.facebook.com/wearemitu/posts/1500214320279005","https://www.wearemitu.com/mitu-voice/worst-questions-latino-vegans-get-asked/","Worst Questions Latino Vegans Get Asked","“Mariscos? Come on, shrimp isn’t even an animal.""","Link","Food & Beverages",2015-10-06,"2:01:08 p. m.",14,2,10,9980,9,47,12,68,0.0068,185,172,"5","1","0","1","0",-0.6249,0.07605,"Food & Beverages"
"1405630409737397_1500252576941846","https://www.facebook.com/wearemitu/posts/1500252576941846","https://www.wearemitu.com/mitu-world/11-sexy-latino-dads-make-your-heart-skip-beat/","Here Are 11 Sexy Latino Men with Their Kids to Give You All the Feels","Prepare your ovaries, ladies. Here is a rundown of the hottest Latino dads with their kids. Enjoy!","Link","Sex & Relationships",2015-10-06,"6:00:37 p. m.",18,2,10,20274,31,209,14,254,0.0125,649,315,"5","1","0","1","0",0.5267,0.3612,"Sex & Relationships"
"1405630409737397_1500286380271799","https://www.facebook.com/wearemitu/posts/1500286380271799","https://www.wearemitu.com/mitu-world/selena-gomez-throws-perfect-shade/","Selena Gomez, Queen of Shade","So much SHADE...","Link","Celebrity & Gossip",2015-10-06,"9:00:46 p. m.",21,2,10,4569,1,10,0,11,0.0024,38,66,"5","1","0","1","0",0,-0.3711,"Celebrity & Gossip"
"1405630409737397_1500304450269992","https://www.facebook.com/wearemitu/posts/1500304450269992","https://www.wearemitu.com/mitu-world/quiz-can-you-actually-pass-the-us-citizenship-test/","QUIZ: Think You Can Ace the US Citizenship Quiz?","Okay, these are a little harder than we thought…","Link","Citizenship & Politics",2015-10-06,"11:00:57 p. m.",23,2,10,13055,22,52,9,83,0.0064,460,347,"7","1","0","1","0",0,0,"Citizenship & Politics"
"1405630409737397_1500392860261151","https://www.facebook.com/wearemitu/posts/1500392860261151","https://www.wearemitu.com/mitu-voice/9-times-latino-shaming-failed/","9 Times Latino Shaming Failed","Making fun of my accent? I’m bilingual!","Link","Latino Culture",2015-10-07,"8:02:36 a. m.",8,3,10,21447,5,194,40,239,0.0111,794,365,"7","1","0","1","0",-0.5106,0,"Latino Culture"
"1405630409737397_1500416416925462","https://www.facebook.com/wearemitu/posts/1500416416925462","https://www.wearemitu.com/mitu-world/ariana-grande-shakira-impersonation/","Ariana Grande Does a Spot-On Shakira Impersonation","Okay, Ariana Grande does a better Shakira than Shakira. #Slay","Link","Celebrity & Gossip",2015-10-07,"10:00:36 a. m.",10,3,10,7383,0,24,1,25,0.0034,190,248,"4","1","0","1","0",0,0,"Celebrity & Gossip"
"1405630409737397_1500428966924207","https://www.facebook.com/wearemitu/posts/1500428966924207","https://www.wearemitu.com/mitu-world/huaraches-la-quirky-nancy/","When a White Girl Realizes Huaraches Weren’t Invented by TOMS","This is what happens when hipsters discover huaraches...","Link","Beauty & Fashion",2015-10-07,"11:00:49 a. m.",11,3,10,19981,18,223,24,265,0.0133,471,226,"2","1","0","1","0",0,0.29052,"Beauty & Fashion"
"1405630409737397_1500618216905282","https://www.facebook.com/wearemitu/posts/1500618216905282","https://www.wearemitu.com/mitu-world/selena-quintanilla-best-outfits/","Photos that Prove Selena Q. Wore It First","Move over Kim K, Selena was rocking it first.","Link","Celebrity & Gossip",2015-10-08,"8:02:27 a. m.",8,4,10,23195,9,327,33,369,0.0159,838,356,"6","1","0","1","0",0,-0.284,"Celebrity & Gossip"
"1405630409737397_1500644666902637","https://www.facebook.com/wearemitu/posts/1500644666902637","https://www.wearemitu.com/mitu-world/a-gay-latina-came-out-to-her-family-and-took-photos-of-the-moment-she-broke-the-news/","A Gay Latina Came Out to Her Family and Took Photos of the Moment She...","Paola Paredes is an Ecuadorian photographer who kept her sexuality hidden from her parents for years.","Link","Identities",2015-10-08,"10:02:42 a. m.",10,4,10,11829,9,70,3,82,0.0069,426,355,"7","1","0","1","0",0,0.7735,"Identities"
"1405630409737397_1500713886895715","https://www.facebook.com/wearemitu/posts/1500713886895715","https://www.wearemitu.com/mitu-world/13-photos-of-hilarious-store-names-that-prove-mexicans-dgaf/","13 Photos of Hilarious Store Names that Prove Mexicans DGAF","McTortas, Pollos Beyonce and other magical places that can only exist in Mexico.","Link","Latino Culture",2015-10-08,"5:00:56 p. m.",17,4,10,28894,57,399,80,536,0.0186,1024,349,"7","1","0","1","0",0.4019,0.17415,"Latino Culture"
"1405630409737397_1501026413531129","https://www.facebook.com/wearemitu/posts/1501026413531129","https://www.wearemitu.com/mitu-world/ms-13/","Incarcerated MS-13 Members are So Dangerous, They’re Left to Run Prison...","This prison is basically a gang member's dream!","Link","Sensationalist",2015-10-09,"11:02:24 a. m.",11,5,10,19731,11,79,22,112,0.0057,925,461,"6","1","0","1","0",-0.5256,-0.214357143,"Sensationalist"
"1405630409737397_1501078390192598","https://www.facebook.com/wearemitu/posts/1501078390192598","https://www.wearemitu.com/mitu-world/quiz-which-mi-vida-loca-character-are-you/","Quiz: Which “Mi Vida Loca” Character Are You? Sad Girl, Mousie, Whisper...","Find out which chola is your twinsie for life.","Link","Latino Culture",2015-10-09,"2:02:06 p. m.",14,5,10,43114,138,363,46,547,0.0127,1648,378,"6","1","0","1","0",-0.4767,0.065908333,"Latino Culture"
"1405630409737397_1501213813512389","https://www.facebook.com/wearemitu/posts/1501213813512389","https://www.wearemitu.com/mitu-voice/items-in-mexican-homes/","It’s Embarrassing, But Face It: All Mexicans Own These Things","If you grew up with Mexican parents you probably had at least 80% of these items in your house.","Link","Family & Friends",2015-10-09,"11:00:52 p. m.",23,5,10,12699,36,139,19,194,0.0153,402,312,"4","1","0","1","0",-0.3818,0.3377,"Family & Friends"
"1405630409737397_1501347620165675","https://www.facebook.com/wearemitu/posts/1501347620165675","https://www.wearemitu.com/mitu-voice/11-things-that-are-just-plain-wrong-in-the-were-all-mexican-video/","11 Things that Make Absolutely No Sense in the Estefan’s Song “We’re All...","Gloria Estefan’s “We’re All Mexican” song is actually kind of offensive. #FAIL","Link","Music",2015-10-10,"8:02:35 a. m.",8,6,10,13735,9,42,7,58,0.0042,527,380,"3","1","0","1","0",-0.3597,-0.19072,"Music"
"1405630409737397_1501782853455485","https://www.facebook.com/wearemitu/posts/1501782853455485","https://www.wearemitu.com/mitu-life/7-quotes-from-la-dona-maria-felix-that-will-get-you-through-the-week/","7 Quotes from La Doña María Félix that Will Get You through the Week","María Félix quotes that are more relatable now than ever before.","Link","Identities",2015-10-11,"6:00:16 p. m.",18,7,10,13947,3,146,25,174,0.0125,455,321,"5","1","1","0","1",0,0,"Identities"
"1405630409737397_1501796986787405","https://www.facebook.com/wearemitu/posts/1501796986787405","https://www.wearemitu.com/mitu-world/when-students-at-a-north-carolina-high-school-were-asked-about-immigration-they-created-these-anti-immigrant-signs/","When Students at a North Carolina High School Were Asked About...","How would you feel if you saw these signs posted in a school hallway?","Link","News & Issues",2015-10-11,"8:00:37 p. m.",20,7,10,18788,44,75,25,144,0.0077,408,206,"4","1","0","1","0",0,-0.026961111,"News & Issues"
"1405630409737397_1501948460105591","https://www.facebook.com/wearemitu/posts/1501948460105591","https://www.wearemitu.com/mitu-world/when-racism-hits-close-to-home-you-need-people-like-this-on-your-side/","Interracial Couple Attacked by Racist Patron, Others Run to Protect Them","“It’s disgusting to see you guys together.”","Link","Identities",2015-10-12,"12:00:33 p. m.",12,1,10,16650,22,76,15,113,0.0068,672,400,"3","1","0","1","0",-0.6597,0.3797,"Identities"
"1405630409737397_1501967016770402","https://www.facebook.com/wearemitu/posts/1501967016770402","https://www.wearemitu.com/mitu-world/selena-gomez-throws-perfect-shade/","Selena Gomez, Queen of Shade","So much SHADE...","Link","Celebrity & Gossip",2015-10-12,"2:00:28 p. m.",14,1,10,6091,1,21,1,23,0.0038,69,96,"5","1","1","0","1",0,0,"Celebrity & Gossip"
"1405630409737397_1501974606769643","https://www.facebook.com/wearemitu/posts/1501974606769643","https://www.wearemitu.com/mitu-world/venezuelan-reporter-yuvi-pallares-gets-naked-to-delivers-the-news-like-totally-naked/","Venezuelan Reporter Yuvi Pallarés Gets Naked to Deliver the News, Like...","When we say naked we mean naked NAKED.","Link","Sensationalist",2015-10-12,"3:00:24 p. m.",15,1,10,16470,9,29,4,42,0.0026,753,450,"5","1","0","1","0",0,-0.5574,"Sensationalist"
"1405630409737397_1502016723432098","https://www.facebook.com/wearemitu/posts/1502016723432098","https://www.wearemitu.com/mitu-voice/lamest-come-ons-latinas-have-to-put-up-with/","These Latina Catcalls Will Make You Cringe – And You’ve Probably Heard...","“I’m going to call you, piñata, because I’d love to hit that.” And that’s how mommy met daddy. #SaidNoOneEver","Link","Sex & Relationships",2015-10-12,"8:00:40 p. m.",20,1,10,8064,1,51,2,54,0.0067,236,287,"4","1","0","1","0",0,0,"Sex & Relationships"
"1405630409737397_1502205396746564","https://www.facebook.com/wearemitu/posts/1502205396746564","https://www.wearemitu.com/mitu-world/the-truth-viral-cocaine-challenge/","“Rich Mexican Girl” Tells the Truth about the Infamous, Viral Cocaine...","Yeah, you might want to think twice before you post something on the Internet...","Link","Sensationalist",2015-10-13,"12:00:44 p. m.",12,2,10,24382,6,40,8,54,0.0022,1718,580,"3","1","0","1","0",0.3182,-0.019,"Sensationalist"
"1405630409737397_1502238880076549","https://www.facebook.com/wearemitu/posts/1502238880076549","https://www.wearemitu.com/mitu-voice/things-latinas-do-after-a-breakup-to-make-you-wish-you-never-crushed-our-heart/","Things Latinas Do after a Breakup to Make You Wish You Never Crushed Our...","They will ruin your life.","Link","Sex & Relationships",2015-10-13,"3:00:32 p. m.",15,2,10,20525,18,96,15,129,0.0063,990,471,"6","1","0","1","0",-0.0258,0.455575,"Sex & Relationships"
"1405630409737397_1502625953371175","https://www.facebook.com/wearemitu/posts/1502625953371175","https://www.wearemitu.com/mitu-world/latino-songs-dance-party/","13 Latino Songs Guaranteed to Get You Out of Your Chair and Dancing","We dare your hips not to move when you hear these songs.","Link","Music",2015-10-14,"8:02:39 a. m.",8,3,10,7561,2,33,2,37,0.0049,164,206,"4","1","1","0","1",0,0,"Music"
"1405630409737397_1502710173362753","https://www.facebook.com/wearemitu/posts/1502710173362753","https://www.wearemitu.com/mitu-voice/blaxicansofla-gets-an-intimate-portrayal-of-what-its-like-growing-up-black-mexican/","The Blaxican Experience Is Real and this Instagram Account Breaks It Down","This is what it's like to be more than one minority. #Blaxican","Link","Latino Culture",2015-10-14,"10:02:46 a. m.",10,3,10,32741,58,377,61,496,0.0151,884,262,"2","1","0","1","0",0,0.27518,"Latino Culture"
"1405630409737397_1502800976687006","https://www.facebook.com/wearemitu/posts/1502800976687006","https://www.wearemitu.com/mitu-world/gina-rodriguez-says-shes-latina/","This is Why Gina Rodriguez Doesn’t Speak Spanish Well","Geez, give the girl a break...","Link","Celebrity & Gossip",2015-10-14,"12:00:56 p. m.",12,3,10,13653,17,77,5,99,0.0073,483,349,"6","1","0","1","0",0.2732,-0.329133333,"Celebrity & Gossip"
"1405630409737397_1502887290011708","https://www.facebook.com/wearemitu/posts/1502887290011708","https://www.wearemitu.com/mitu-voice/latina-moms-have-done-it-all-to-lose-weight/","Our Moms Tried Literally Every Diet, But Did It Occur to Them They Could...","#4 is by far the most dangerous thing your mom did to lose weight.","Link","Family & Friends",2015-10-14,"2:01:02 p. m.",14,3,10,11538,0,19,0,19,0.0016,209,168,"2","1","0","1","0",0,0,"Family & Friends"
"1405630409737397_1502917160008721","https://www.facebook.com/wearemitu/posts/1502917160008721","https://www.wearemitu.com/mitu-life/how-to-rock-frida-kahlos-iconic-style-everyday/","You Need to Steal these Trends from Frida Kahlo Now","Okay, some of these looks are actually super cute.","Link","Beauty & Fashion",2015-10-14,"3:02:50 p. m.",15,3,10,18641,13,193,28,234,0.0126,533,279,"3","1","0","1","0",-0.4939,0,"Beauty & Fashion"
"1405630409737397_1502967653337005","https://www.facebook.com/wearemitu/posts/1502967653337005","https://www.wearemitu.com/mitu-world/15-times-the-edward-james-olmos-classic-stand-and-deliver-took-us-to-school/","15 Reasons Everyone Should Watch 'Stand and Deliver' Again","Hairnets aren't just for lunch ladies.","Link","TV & Movies",2015-10-14,"6:01:14 p. m.",18,3,10,10809,20,180,22,222,0.0205,119,93,"5","1","0","1","0",0,-0.1384,"TV & Movies"
"1405630409737397_1502996053334165","https://www.facebook.com/wearemitu/posts/1502996053334165","https://www.wearemitu.com/mitu-voice/11-times-latinos-have-taken-wildly-inappropriate-selfies/","From Funerals to Hospital Visits, 11 Times Latinos Overshared Via Selfies","These people have no chill.","Link","Latino Culture",2015-10-14,"8:00:51 p. m.",20,3,10,11917,1,19,3,23,0.0019,387,320,"6","1","0","1","0",-0.3818,0,"Latino Culture"
"1405630409737397_1503229469977490","https://www.facebook.com/wearemitu/posts/1503229469977490","https://www.wearemitu.com/newsfeed/how-homegirls-got-friendship-right/","How Homegirls Got Friendship Right","TOO CUTE #AmigaGoals","Link","Sex & Relationships",2015-10-15,"10:02:50 a. m.",10,4,10,20559,28,285,55,368,0.0179,489,228,"5","1","0","1","0",0.4404,0.55644,"Sex & Relationships"
"1405630409737397_1503276076639496","https://www.facebook.com/wearemitu/posts/1503276076639496","https://www.wearemitu.com/mitu-voice/types-of-tias-all-latinos-have/","Here’s a Breakdown of Every Type of Tía Latina That Exists","""Soy la tía chida.""","Link","Family & Friends",2015-10-15,"12:00:42 p. m.",12,4,10,46168,210,658,168,1036,0.0224,1604,342,"6","1","0","1","0",0,0.62452,"Family & Friends"
"1405630409737397_1503324369968000","https://www.facebook.com/wearemitu/posts/1503324369968000","https://www.wearemitu.com/mitu-world/nyc-restaurant-selling-thirty-pound-burrito/","If You Can Finish a 30-Pound Burrito, This Restaurant Will Make You Part...","You said you were hungry...","Link","Food & Beverages",2015-10-15,"2:05:21 p. m.",14,4,10,63220,262,404,110,776,0.0123,2707,423,"7","1","0","1","0",0,0.080959091,"Food & Beverages"
"1405630409737397_1503593523274418","https://www.facebook.com/wearemitu/posts/1503593523274418","https://www.wearemitu.com/mitu-world/quiz-can-you-actually-pass-the-us-citizenship-test/","QUIZ: Think You Can Ace the US Citizenship Quiz?","Okay, these are a little harder than we thought…","Link","Citizenship & Politics",2015-10-16,"6:02:18 a. m.",6,5,10,16121,25,52,7,84,0.0052,571,349,"7","1","1","0","1",0,-0.28665,"Citizenship & Politics"
"1405630409737397_1503762206590883","https://www.facebook.com/wearemitu/posts/1503762206590883","https://www.wearemitu.com/mitu-voice/11-latin-american-legends-our-parents-used-to-scare-the-sht-out-of-us/","11 Latin American Legends Our Parents Used to Scare the Sh*t Out of Us","Don't lie, #6 still haunts you...","Link","Latino Culture",2015-10-16,"3:02:03 p. m.",15,5,10,45326,126,589,177,892,0.0197,1828,399,"8","1","0","1","0",-0.4939,0.113330769,"Latino Culture"
"1405630409737397_1503796033254167","https://www.facebook.com/wearemitu/posts/1503796033254167","https://www.wearemitu.com/mitu-world/el-salvador-disappearing-girls/","Rape, Murder, Kidnapping: The Reality of Teenage Girls in El Salvador","Why is nobody talking about this?","Link","Sensationalist",2015-10-16,"5:01:02 p. m.",17,5,10,24604,22,214,60,296,0.012,542,209,"5","1","0","1","0",-0.886,-0.496125,"Sensationalist"
"1405630409737397_1503812353252535","https://www.facebook.com/wearemitu/posts/1503812353252535","https://www.wearemitu.com/mitu-voice/things-you-find-in-every-mexican-kitchen/","You Know You’re Mexican When You Have These Things In Your Kitchen","Rice in the salt shaker? Yep, you're Latino.","Link","Food & Beverages",2015-10-16,"6:00:53 p. m.",18,5,10,46395,82,731,91,904,0.0195,1240,259,"8","1","0","1","0",0,0.227057143,"Food & Beverages"
"1405630409737397_1503992043234566","https://www.facebook.com/wearemitu/posts/1503992043234566","https://www.wearemitu.com/mitu-world/ariana-grande-shakira-impersonation/","Ariana Grande Does a Spot-On Shakira Impersonation","Okay, Ariana Grande does a better Shakira than Shakira. #Slay","Link","Celebrity & Gossip",2015-10-17,"8:01:17 a. m.",8,6,10,13337,10,41,3,54,0.004,413,304,"4","1","1","0","1",0,0.089425,"Celebrity & Gossip"
"1405630409737397_1504135646553539","https://www.facebook.com/wearemitu/posts/1504135646553539","https://www.wearemitu.com/mitu-world/15-funny-signs-that-prove-mexicans-love-trolling/","15 Hilarious Signs that Show Mexicans Can’t Help But Talk S***","Signs that proof that Mexicans might be the funniest people on Earth.","Link","Latino Culture",2015-10-17,"7:00:27 p. m.",19,6,10,38500,44,400,84,528,0.0137,1211,310,"5","1","0","1","0",0.6597,0.568166667,"Latino Culture"
"1405630409737397_1504382366528867","https://www.facebook.com/wearemitu/posts/1504382366528867","https://www.wearemitu.com/mitu-world/america-ferrera-responds-to-the-latinafey-challenge-by-throwing-some-expert-shade/","America Ferrera Fired Back at #LatinaFey Challenge By Making a Parody Video","Watch America Ferrera throw perfect shade at Tina Fey.","Link","Celebrity & Gossip",2015-10-18,"2:00:19 p. m.",14,7,10,18855,1,67,11,79,0.0042,584,304,"2","1","0","1","0",-0.5106,0,"Celebrity & Gossip"
"1405630409737397_1504390899861347","https://www.facebook.com/wearemitu/posts/1504390899861347","https://www.wearemitu.com/mitu-world/things-mexicans-dont-like/","Here are Some of the Things Mexicans Hate the Most","HOW-TO: Piss off a Mexican","Link","Latino Culture",2015-10-18,"3:00:24 p. m.",15,7,10,23367,9,103,23,135,0.0058,956,405,"5","1","0","1","0",-0.5719,0.151525,"Latino Culture"
"1405630409737397_1504878173145953","https://www.facebook.com/wearemitu/posts/1504878173145953","https://www.wearemitu.com/mitu-world/drought-in-mexico-exposes-a-16th-century-church-in-the-nezahualcoyotl-reservoir/","Drought in Mexico Exposes a 16th Century Church","Omg, this church is unreal...","Link","Latino Culture",2015-10-20,"10:00:49 a. m.",10,2,10,29507,21,474,50,545,0.0185,529,166,"6","1","0","1","0",-0.128,0.205,"Latino Culture"
"1405630409737397_1504907473143023","https://www.facebook.com/wearemitu/posts/1504907473143023","https://www.wearemitu.com/mitu-voice/top-telenovelas-mexico-ripped-off-and-made-better/","Mexico Has No Problem Admitting They Stole These Telenovelas","And you thought Rebelde was Mexican...","Link","TV & Movies",2015-10-20,"12:01:25 p. m.",12,2,10,27019,14,128,8,150,0.0056,1001,365,"5","1","0","1","0",-0.5994,0.6249,"TV & Movies"
"1405630409737397_1504937096473394","https://www.facebook.com/wearemitu/posts/1504937096473394","https://www.wearemitu.com/mitu-voice/things-you-should-never-say-to-girls-youre-trying-to-date/","You Never Say These Things to Latinas You’re Trying to Date","Boys, take note...","Link","Sex & Relationships",2015-10-20,"2:02:18 p. m.",14,2,10,15168,5,73,13,91,0.006,560,364,"3","1","0","1","0",0,0,"Sex & Relationships"
"1405630409737397_1504952239805213","https://www.facebook.com/wearemitu/posts/1504952239805213","https://www.wearemitu.com/mitu-world/11-photos-that-could-totally-become-episodes-of-mexican-horror-story/","11 Mexican Horror Story Photos that Will Instantly Put Fear in Your Heart","#6 haunts all Mexicans.","Link","Latino Culture",2015-10-20,"3:01:10 p. m.",15,2,10,36395,65,350,105,520,0.0143,1621,439,"4","1","0","1","0",-0.7845,0.480775,"Latino Culture"
"1405630409737397_1505144226452681","https://www.facebook.com/wearemitu/posts/1505144226452681","https://www.wearemitu.com/mitu-world/fashion-trends-frida-kahlo-started/","#BSML: Styles Belinda, Kourtney and Beyoncé Stole From Frida Kahlo","Sorry Beyonce, Frida was rocking it first...","Link","Beauty & Fashion",2015-10-21,"6:02:51 a. m.",6,3,10,33484,18,466,56,540,0.0161,998,292,"6","1","0","1","0",0,0.544433333,"Beauty & Fashion"
