"status_id","permalink","post_type","sharetext","headline","link","full_picture","created_time","date","hour","page_total_likes","page_new_likes","post_impressions","post_reach","post_reach_fan_unique","post_reach_viral_unique","comments_on_post","likes_on_post","shares_on_post","total_comments","total_likes","total_shares","comments_on_shares","likes_on_shares","shares_on_shares","link_clicks","photo_view","video_play","other_clicks","post_negative_feedback","post_story_adds","post_stories","post_storytellers","post_consumptions","post_engaged_users","post_engaged_fan","post_video_complete_views_30s_autoplayed","post_video_complete_views_30s_clicked_to_play","post_video_complete_views_30s_organic","post_video_complete_views_30s_paid","post_video_complete_views_30s_unique","post_video_avg_time_watched","post_video_complete_views_organic_unique","post_video_length","post_video_views","post_video_views_autoplayed","post_video_views_clicked_to_play","post_video_views_10s_unique","post_video_views_10s_autoplayed","post_video_views_10s_clicked_to_play","post_video_views_10s_sound_on","post_video_views_sound_on","s0","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40","feed_likes","love","wow","haha","sad","angry","post_source_type","from_name","total_interactions","interaction_rate","ctr","views_rate","viral_fan_rate","total_reactions","feed_likes_rate","love_rate","wow_rate","haha_rate","sad_rate","angry_rate","viral_rate","fan_rate","share_rate","post_image","video_repost_sharetext","video_meme","series","category","format","sponsored","reposted","original","repost","repost_order","times_repost","days_bet_repost","average_views_rate","average_interaction_rate","average_post_reach","average_video_views","average_viral_fan_rate"
"1769264743325558_1855709114681120","https://www.facebook.com/1769264743325558_1855709114681120","video","Jackie Cruz and Diane Guerrero From Orange Is The New Black Are BFF Goals.","1769264743325558_1855709114681120","https://www.facebook.com/fiercebymitu/videos/1855709114681120/","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/19298558_1855709528014412_3596992594518736896_n.jpg?oh=2d2ecdcaa74cd848f37fbfdd585e7618&oe=59C9F1FE",2017-06-19 16:00:00,2017-06-19,"16:00",110145,196,4152456,2176112,50110,1807881,1650,6642,4664,5308,26083,4735,3658,19441,71,133,242,19821,154145,209,36126,36126,30499,174341,147014,6492,229681,15040,244721,0,240424,12656,152215,58345,644962,626874,18088,375851,362613,16714,164287,194357,0.8164,1,0.9865,0.821,0.7317,0.6742,0.635,0.578,0.53,0.501,0.4732,0.4572,0.4411,0.4275,0.4154,0.4054,0.4018,0.3974,0.3945,0.3894,0.3846,0.3793,0.377,0.3737,0.3702,0.3659,0.3607,0.3575,0.3555,0.3507,0.3444,0.3421,0.3391,0.3352,0.3318,0.3073,0.2906,0.2712,0.2373,0.2014,0.1348,5864,2543,1,93,3,1,"native","Fierce by mitu",36126,0.0166011675869624,6.11181777408516e-05,0.296382722948084,36.0782478547196,8505,0.6895,0.299,1e-04,0.0109,4e-04,1e-04,0.973030009294986,0.0269699907050142,0.131069036151248,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/19298558_1855709528014412_3596992594518736896_n.jpg?oh=2d2ecdcaa74cd848f37fbfdd585e7618&oe=59C9F1FE ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jackie Cruz and Diane Guerrero From Orange Is The New Black Are BFF Goals.",0,NA,"Celebrity & Gossip","Square",0,0,1,0,NA,NA,NA,0.296382722948084,0.0166011675869624,2176112,644962,36.0782478547196
"1769264743325558_1879015165683848","https://www.facebook.com/1769264743325558_1879015165683848","video","Kali Uchis x Cuco live from the mitú studio.

Songs: Tyrant & Nuestro Planeta","Kali Uchis x Cuco Live from mitú","https://www.facebook.com/fiercebymitu/videos/1879015165683848/","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/20768498_1879086209010077_6942345726634491904_n.jpg?oh=b0db7f4f69d0d9f092e080f0e880fe3f&oe=59F03FE1",2017-08-08 16:17:00,2017-08-08,"16:17",141950,362,746780,536813,25351,517048,628,2805,1929,1247,13837,2002,619,11032,73,68,199,4567,33034,55,17086,17086,8257,37868,29359,2411,20400,2458,22858,0,22018,9403,1303,336367,138129,134005,4124,41671,40982,3322,29334,46231,1,0.5079,0.2823,0.2276,0.2015,0.1841,0.166,0.1505,0.1277,0.1142,0.1036,0.0933,0.0855,0.0777,0.0736,0.0674,0.0616,0.0576,0.0539,0.0512,0.0502,0.0482,0.0477,0.0462,0.0442,0.0421,0.0399,0.0362,0.0328,0.0306,0.0292,0.0269,0.0251,0.0229,0.0212,0.02,0.0184,0.0168,0.0161,0.0141,0.0099,819,2495,31,13,8,7,"native","Fierce by mitu",17086,0.0318285883538588,0.000126673534359265,0.257313068051631,20.3955662498521,3373,0.2428,0.7397,0.0092,0.0039,0.0024,0.0021,0.953261344508379,0.0467386554916215,0.11717195364626,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/20768498_1879086209010077_6942345726634491904_n.jpg?oh=b0db7f4f69d0d9f092e080f0e880fe3f&oe=59F03FE1 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Kali Uchis x Cuco live from the mitú studio.

Songs: Tyrant & Nuestro Planeta",0,"Live","Music","Regular",0,0,1,0,NA,NA,NA,0.257313068051631,0.0318285883538588,536813,138129,20.3955662498521
"1769264743325558_1876154119303286","https://www.facebook.com/1769264743325558_1876154119303286","video","La La Anthony Is Unapologetically Proud Of Her Puerto Rican Heritage","1769264743325558_1876154119303286","https://www.facebook.com/fiercebymitu/videos/1876154119303286/","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/20619103_1876154625969902_1133164891268448256_n.jpg?oh=fa170677efafb5874ef65489b0a82422&oe=5A019BA7",2017-08-01 11:00:00,2017-08-01,"11:00",140027,826,405881,259743,12088,251873,7,179,106,40,1102,108,33,923,2,49,16,2064,10141,28,1250,1250,1159,12270,10462,766,26252,1481,27733,0,26877,9954,14729,56126,75226,73301,1925,44570,43342,1768,12972,17167,0.8296,1,0.9863,0.8777,0.7931,0.7075,0.6481,0.6044,0.5524,0.5244,0.5103,0.4946,0.4763,0.4598,0.4501,0.4322,0.4134,0.3985,0.3874,0.382,0.3749,0.3715,0.3676,0.3623,0.3587,0.3536,0.3489,0.342,0.3329,0.3283,0.3248,0.3216,0.3153,0.3041,0.2902,0.2774,0.2703,0.2404,0.2002,0.1798,0.1091,175,59,0,0,0,0,"native","Fierce by mitu",1250,0.00481244922866064,0.000188648009763497,0.28961704454018,20.8366148246195,234,0.7479,0.2521,0,0,0,0,0.954205356094271,0.0457946439057285,0.0864,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/20619103_1876154625969902_1133164891268448256_n.jpg?oh=fa170677efafb5874ef65489b0a82422&oe=5A019BA7 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","La La Anthony Is Unapologetically Proud Of Her Puerto Rican Heritage",0,NA,"Identities","Square",0,0,1,0,NA,NA,NA,0.28961704454018,0.00481244922866064,259743,75226,20.8366148246195
"1769264743325558_1875861542665877","https://www.facebook.com/1769264743325558_1875861542665877","video","Latinas try the Urban Decay Naked Heat Palette!","1769264743325558_1875861542665877","https://www.facebook.com/fiercebymitu/videos/1875861542665877/","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/20562581_1875862465999118_5283757836570984448_n.jpg?oh=fa88c7ed94fc20757792354d0e16a78b&oe=59EF58C0",2017-07-31 16:00:00,2017-07-31,"16:00",139254,122,1676979,996712,56494,971451,600,789,268,1139,2246,276,539,1457,8,61,211,9782,87847,98,3661,3661,3159,97901,66838,6729,78000,7358,85358,0,85358,17234,24431,186942,322589,312938,9651,156260,148608,8720,80901,105795,1,0.9664,0.6227,0.4725,0.4138,0.3678,0.3327,0.3071,0.2951,0.2832,0.2753,0.2645,0.2556,0.2428,0.2314,0.2249,0.222,0.2144,0.2078,0.2028,0.198,0.1898,0.186,0.1836,0.1788,0.1743,0.1712,0.1678,0.1668,0.1631,0.1483,0.1493,0.1497,0.1498,0.1495,0.1481,0.1437,0.1324,0.0933,0.066,0.0432,585,92,1,126,0,0,"native","Fierce by mitu",3661,0.00367307707743059,6.12012296430664e-05,0.323653171628314,17.1956490954792,804,0.7276,0.1144,0.0012,0.1567,0,0,0.945041806711449,0.0549581932885514,0.0753892379131385,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/20562581_1875862465999118_5283757836570984448_n.jpg?oh=fa88c7ed94fc20757792354d0e16a78b&oe=59EF58C0 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Latinas try the Urban Decay Naked Heat Palette!",0,NA,"Beauty & Fashion","Regular",0,0,1,0,NA,NA,NA,0.323653171628314,0.00367307707743059,996712,322589,17.1956490954792
"1769264743325558_1866656360253062","https://www.facebook.com/1769264743325558_1866656360253062","video","Me on the first day of my diet.","1769264743325558_1866656360253062","https://www.facebook.com/fiercebymitu/videos/1866656360253062/","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/20010144_1866656783586353_6826799810608103424_n.jpg?oh=89b5ac7025cdd180ee36210775d6ee14&oe=59C49E31",2017-07-11 16:00:00,2017-07-11,"16:00",131925,375,2797819,1732786,48269,1722335,3557,2155,5389,16653,20820,5536,13096,18665,147,96,495,16976,70591,126,43009,43009,36084,88158,87237,3789,189386,10439,199825,0,199825,4927,202836,10387,493183,478235,14948,202287,191703,10584,63948,112391,0.8291,1,0.9958,0.9852,0.9271,0.8647,0.7831,0.6986,0.6492,0.6054,0.5072,0.4335,0.3272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1377,311,5,698,5,1,"native","Fierce by mitu",43009,0.0248207222357521,5.54021096661677e-05,0.284618527619683,35.6820112287389,2397,0.5745,0.1297,0.0021,0.2912,0.0021,4e-04,0.972738681263569,0.0272613187364312,0.128717245227743,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/20010144_1866656783586353_6826799810608103424_n.jpg?oh=89b5ac7025cdd180ee36210775d6ee14&oe=59C49E31 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Me on the first day of my diet.",0,NA,"Food & Beverages","Square",0,0,1,0,NA,NA,NA,0.284618527619683,0.0248207222357521,1732786,493183,35.6820112287389
"1769264743325558_1878509399067758","https://www.facebook.com/1769264743325558_1878509399067758","video","My week is starting off worse than a quinceañera horror story.","1769264743325558_1878509399067758","https://www.facebook.com/fiercebymitu/videos/1878509399067758/","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/20711061_1878510032401028_2502408483937189888_n.jpg?oh=ffd837b79a710c65c4233121b7434985&oe=59F47536",2017-08-07 16:00:00,2017-08-07,"16:00",141617,276,1480049,890399,40683,869636,681,1148,871,2183,5053,892,1502,3905,21,68,135,14591,94753,98,8128,8128,6947,109547,81623,4196,91711,8355,100066,0,98189,12052,67495,46633,329058,315332,13726,173624,162282,11342,90917,114838,0.5575,1,0.9954,0.9414,0.8673,0.783,0.663,0.5928,0.5432,0.5055,0.4683,0.4459,0.4212,0.3948,0.3717,0.353,0.3417,0.3292,0.3217,0.3128,0.3083,0.3035,0.2991,0.299,0.2972,0.2981,0.2975,0.2945,0.2942,0.2915,0.2891,0.2844,0.2735,0.2603,0.2465,0.2362,0.2254,0.2179,0.208,0.1956,0.1537,369,3,71,778,24,4,"native","Fierce by mitu",8128,0.00912849183343647,7.63702564805217e-05,0.369562409661287,21.3759063982499,1249,0.2954,0.0024,0.0568,0.6229,0.0192,0.0032,0.95530907297332,0.0446909270266797,0.109744094488189,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/20711061_1878510032401028_2502408483937189888_n.jpg?oh=ffd837b79a710c65c4233121b7434985&oe=59F47536 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","My week is starting off worse than a quinceañera horror story.",1,NA,"Family & Friends","Square",0,0,1,0,NA,NA,NA,0.369562409661287,0.00912849183343647,890399,329058,21.3759063982499
"1769264743325558_1874187972833234","https://www.facebook.com/1769264743325558_1874187972833234","video","Now I want to fringe EVERYTHING!","1769264743325558_1874187972833234","https://www.facebook.com/fiercebymitu/videos/1874187972833234/","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/20504884_1874188879499810_2217525467857027072_n.jpg?oh=4768c7f3f64dbe0dc22f1b04050318c4&oe=59FCA6CF",2017-07-27 16:00:00,2017-07-27,"16:00",138658,151,707193,454775,21943,444870,20,113,67,96,409,68,76,296,1,62,58,3363,15486,35,573,573,490,18969,14700,1093,21864,1565,23429,0,23326,11919,7301,204051,158792,155819,2973,55994,54471,2267,18766,32624,1,0.868,0.4197,0.2957,0.2388,0.1913,0.1744,0.1672,0.1625,0.1558,0.1478,0.1419,0.1318,0.1272,0.1234,0.12,0.1174,0.1147,0.1126,0.1106,0.1092,0.0947,0.0843,0.0773,0.0707,0.0674,0.0666,0.0656,0.0647,0.0639,0.0628,0.0616,0.0596,0.0586,0.0581,0.0576,0.0572,0.0572,0.0563,0.0447,0.024,92,19,2,0,0,0,"native","Fierce by mitu",573,0.00125996371832225,0.000136331152767852,0.349166071134077,20.2738914460192,113,0.8142,0.1681,0.0177,0,0,0,0.952994025444878,0.0470059745551216,0.118673647469459,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/20504884_1874188879499810_2217525467857027072_n.jpg?oh=4768c7f3f64dbe0dc22f1b04050318c4&oe=59FCA6CF ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Now I want to fringe EVERYTHING!",0,NA,"Beauty & Fashion","Square",0,0,1,0,NA,NA,NA,0.349166071134077,0.00125996371832225,454775,158792,20.2738914460192
"1769264743325558_1866615826923782","https://www.facebook.com/1769264743325558_1866615826923782","video","Now who said I can’t do anything with these nails??","1769264743325558_1866615826923782","https://www.facebook.com/fiercebymitu/videos/1866615826923782/","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/20010253_1866615840257114_7000774496089014272_n.jpg?oh=a7840a1fcdd10f41ccfdcf9be07d1ce0&oe=5A0E14AD",2017-07-10 16:00:00,2017-07-10,"16:00",131572,296,482881,314505,12086,309345,56,244,373,558,2303,389,502,2059,16,83,98,10747,17959,23,3250,3250,2863,28887,19598,1266,63614,9835,73449,0,73449,8475,74287,14526,108996,97972,11024,80664,70114,10550,21304,24571,0.8618,1,0.9978,0.9925,0.9435,0.8868,0.8469,0.8161,0.7886,0.7677,0.7513,0.7414,0.7344,0.7231,0.7125,0.6885,0.5685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,22,2,62,0,0,"native","Fierce by mitu",3250,0.0103336989872975,0.000263906774137136,0.346563647636763,25.5953168955817,265,0.6755,0.083,0.0075,0.234,0,0,0.96239939520457,0.0376006047954304,0.119692307692308,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/20010253_1866615840257114_7000774496089014272_n.jpg?oh=a7840a1fcdd10f41ccfdcf9be07d1ce0&oe=5A0E14AD ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Now who said I can’t do anything with these nails??",0,NA,"Beauty & Fashion","Square",0,0,1,0,NA,NA,NA,0.346563647636763,0.0103336989872975,314505,108996,25.5953168955817
"1769264743325558_1858751931043505","https://www.facebook.com/1769264743325558_1858751931043505","video","Orange Is The New Blacks Dascha Polanco Knows Self Love","1769264743325558_1858751931043505","https://www.facebook.com/fiercebymitu/videos/1858751931043505/","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/19491029_1858754501043248_420201028802052096_n.jpg?oh=bf3140e26f3227284fdd1ba3a18f65b9&oe=59C3D9F4",2017-06-26 11:00:00,2017-06-26,"11:00",121253,1472,976518,584530,23602,532805,36,778,747,223,4779,760,187,4001,13,183,44,5603,25251,70,5762,5762,5443,31081,26915,2066,79175,4447,83622,0,83622,11444,53152,47123,167084,161763,5321,116091,112002,4944,29022,34870,0.8093,1,0.9923,0.9326,0.8399,0.7716,0.7532,0.7291,0.7086,0.6918,0.6774,0.6628,0.6541,0.6364,0.6135,0.6013,0.5959,0.5863,0.5781,0.5732,0.5639,0.5506,0.5346,0.5275,0.5167,0.5057,0.4967,0.4888,0.4833,0.4748,0.4533,0.4375,0.4267,0.4226,0.4005,0.3798,0.3723,0.3465,0.3235,0.2829,0.2138,685,278,1,3,1,0,"native","Fierce by mitu",5762,0.0098574923442766,0.000313072040784904,0.285843327117513,22.574569951699,968,0.7076,0.2872,0.001,0.0031,0.001,0,0.957581410729915,0.0424185892700847,0.131898646303367,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/19491029_1858754501043248_420201028802052096_n.jpg?oh=bf3140e26f3227284fdd1ba3a18f65b9&oe=59C3D9F4 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Orange Is The New Blacks Dascha Polanco Knows Self Love",0,NA,"Celebrity & Gossip","Square",0,0,1,0,NA,NA,NA,0.285843327117513,0.0098574923442766,584530,167084,22.574569951699
"1769264743325558_1877302385855126","https://www.facebook.com/1769264743325558_1877302385855126","video","Pharrell prodigy Bia is ready to take the rap world by storm!","Pharrell prodigy Bia is ready to take the rap world by storm!","https://www.facebook.com/fiercebymitu/videos/1877302385855126/","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/20667662_1877302415855123_6166472331427315712_n.jpg?oh=71ce24ced72bfe2c3081951fd0771a27&oe=59F4BB43",2017-08-05 11:00:00,2017-08-05,"11:00",141126,255,677246,436213,21535,421066,12,231,132,46,831,136,34,600,4,97,24,1885,18924,27,1013,1013,923,20930,17419,1432,17285,1085,18201,169,18370,8113,6816,158249,114771,113111,1660,38405,37399,1368,20543,32211,0.7649,1,0.5178,0.3556,0.2795,0.2473,0.2279,0.2051,0.1875,0.1715,0.159,0.1541,0.1477,0.1431,0.1396,0.136,0.1274,0.1202,0.1171,0.1111,0.1056,0.1029,0.102,0.1004,0.0988,0.0972,0.0953,0.0929,0.091,0.0894,0.0873,0.0866,0.0829,0.0816,0.0826,0.0834,0.0821,0.0798,0.0771,0.0746,0.0371,206,46,0,0,0,0,"native","Fierce by mitu",1013,0.00232225999683641,0.000222368430101808,0.263107701971285,19.5526352449501,252,0.8175,0.1825,0,0,0,0,0.951344438896433,0.0486555611035673,0.134254689042448,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/20667662_1877302415855123_6166472331427315712_n.jpg?oh=71ce24ced72bfe2c3081951fd0771a27&oe=59F4BB43 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Pharrell prodigy Bia is ready to take the rap world by storm!",0,NA,"Music","Square",0,0,1,0,NA,NA,NA,0.263107701971285,0.00232225999683641,436213,114771,19.5526352449501
"1769264743325558_1876925165892848","https://www.facebook.com/1769264743325558_1876925165892848","video","Princess Nokia went from foster care to selling out shows","Princess Nokia went from foster care to selling out shows","https://www.facebook.com/fiercebymitu/videos/1876925165892848/","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/20661594_1876925175892847_7692590618194739200_n.jpg?oh=325a3fe6e65dc178f216d6b763a46575&oe=5A35B308",2017-08-04 11:00:00,2017-08-04,"11:00",140910,154,1729095,932604,37685,869051,98,2204,2120,661,9611,2151,563,7407,31,151,81,6073,75172,127,12423,12423,10382,81477,68894,4173,89946,3884,93566,264,93830,13562,45184,95977,272865,267463,5402,147777,147940,4571,77699,97368,0.6477,1,0.761,0.6463,0.571,0.5193,0.4888,0.4613,0.4307,0.415,0.3839,0.3618,0.3532,0.3402,0.3289,0.3104,0.2986,0.2958,0.2906,0.2852,0.2831,0.2801,0.2761,0.2721,0.2689,0.2632,0.2568,0.2514,0.2476,0.2404,0.2231,0.2176,0.2059,0.1985,0.1968,0.1893,0.1844,0.179,0.1683,0.136,0.0613,1586,714,25,3,0,0,"native","Fierce by mitu",12423,0.0133207663702922,0.000161912237133875,0.29258399063268,23.0609260979169,2328,0.6813,0.3067,0.0107,0.0013,0,0,0.958438839971061,0.041561160028939,0.173146582950978,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/20661594_1876925175892847_7692590618194739200_n.jpg?oh=325a3fe6e65dc178f216d6b763a46575&oe=5A35B308 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Princess Nokia went from foster care to selling out shows",0,NA,"Music","Square",0,0,1,0,NA,NA,NA,0.29258399063268,0.0133207663702922,932604,272865,23.0609260979169
"1769264743325558_1845713865680645","https://www.facebook.com/1769264743325558_1845713865680645","video","Selena for Sanctuary is a dance party that gives back to the undocumented community.","1769264743325558_1845713865680645","https://www.facebook.com/fiercebymitu/videos/1845713865680645/","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/18786482_1845721835679848_826074759669219328_n.jpg?oh=666d54c83ac91b5083f3ec294adf6fd8&oe=59AB4692",2017-05-27 16:00:00,2017-05-27,"16:00",102186,1484,528968,355129,12611,339697,8,267,244,54,1480,247,46,1213,3,169,93,1664,10002,30,1781,1781,1512,11928,10225,763,7770,768,8538,0,8538,5087,1692,140286,71711,70319,1392,21019,20826,1101,8766,13462,0.9347,1,0.4898,0.3269,0.2569,0.215,0.1835,0.1612,0.1412,0.1264,0.1194,0.1104,0.1024,0.0944,0.0834,0.0783,0.0758,0.0733,0.0693,0.0655,0.0621,0.0588,0.0569,0.0536,0.0501,0.0465,0.0447,0.0423,0.04,0.0382,0.0362,0.0349,0.0335,0.0326,0.0314,0.0297,0.0283,0.0275,0.0269,0.0261,0.0172,176,103,1,0,0,0,"native","Fierce by mitu",1781,0.00501507902762095,0.00047588341138009,0.20192943972472,26.9365633177385,280,0.6286,0.3679,0.0036,0,0,0,0.964204616415182,0.0357953835848178,0.138686131386861,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/18786482_1845721835679848_826074759669219328_n.jpg?oh=666d54c83ac91b5083f3ec294adf6fd8&oe=59AB4692 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Selena for Sanctuary is a dance party that gives back to the undocumented community.",0,NA,"Music","Square",0,0,1,0,NA,NA,NA,0.20192943972472,0.00501507902762095,355129,71711,26.9365633177385
"1769264743325558_1847500858835279","https://www.facebook.com/1769264743325558_1847500858835279","video","Share this Frida quote with a friend who needs some inspiration. :heart:","1769264743325558_1847500858835279","https://www.facebook.com/fiercebymitu/videos/1847500858835279/","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/18819523_1847501078835257_1133215120910974976_n.jpg?oh=2b730fe2bafcc2dca1391fbc9f57b7d4&oe=59AB63AD",2017-05-30 16:43:00,2017-05-30,"16:43",103422,241,397058,258783,12287,244344,13,301,1076,105,2935,1091,92,2634,15,117,25,982,3969,34,4131,4131,3360,5093,6267,942,14932,582,15514,0,14985,3247,14736,8341,48134,47334,800,14985,14931,582,2852,5543,0.853,1,0.9992,0.9891,0.9698,0.8166,0.6612,0.5515,0.476,0.4147,0.3727,0.3348,0.2766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,135,1,1,1,0,"native","Fierce by mitu",4131,0.015963181507286,0.000452116251840345,0.186001398855412,19.8863839830715,488,0.7172,0.2766,0.002,0.002,0.002,0,0.952121918240587,0.0478780817594133,0.264100702009199,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/18819523_1847501078835257_1133215120910974976_n.jpg?oh=2b730fe2bafcc2dca1391fbc9f57b7d4&oe=59AB63AD ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Share this Frida quote with a friend who needs some inspiration. :heart:",0,NA,"Latino Culture","Square",0,0,1,0,NA,NA,NA,0.186001398855412,0.015963181507286,258783,48134,19.8863839830715
"1769264743325558_1870218099896888","https://www.facebook.com/1769264743325558_1870218099896888","video","Shout outs to our young queens that represent their culture. :hearts:(Special thanks to Danza Azteca Xochipilli)","1769264743325558_1870218099896888","https://www.facebook.com/fiercebymitu/videos/1870218099896888/","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/20178197_1870219889896709_9089155683244310528_n.jpg?oh=42fdedb4e42ac6541c4c0b870456af2f&oe=5A102FA3",2017-07-18 11:00:00,2017-07-18,"11:00",135554,436,988927,616557,28081,608825,57,1439,2036,330,9088,2056,273,7649,20,259,215,3297,23840,60,11474,11474,9568,27611,25798,2294,33570,2415,35985,0,35495,7488,8728,80211,135268,132275,2993,61541,58837,2704,25498,34890,0.8203,1,0.8174,0.6137,0.5255,0.455,0.4043,0.3769,0.3544,0.3351,0.3187,0.3044,0.2932,0.2813,0.2715,0.2681,0.2633,0.259,0.2554,0.251,0.2455,0.2372,0.2229,0.2134,0.2055,0.1982,0.193,0.1864,0.1834,0.1803,0.1769,0.1706,0.1644,0.1539,0.1454,0.1371,0.1263,0.0873,0.0652,0.0507,0.0316,1003,663,6,0,0,1,"native","Fierce by mitu",11474,0.0186097960123719,0.000420074705177299,0.219392529806652,21.6810298778534,1673,0.5995,0.3963,0.0036,0,0,6e-04,0.955910291314574,0.0440897086854261,0.179187728778107,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/20178197_1870219889896709_9089155683244310528_n.jpg?oh=42fdedb4e42ac6541c4c0b870456af2f&oe=5A102FA3 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Shout outs to our young queens that represent their culture. :hearts:(Special thanks to Danza Azteca Xochipilli)",0,NA,"Identities","Square",0,0,1,0,NA,NA,NA,0.219392529806652,0.0186097960123719,616557,135268,21.6810298778534
"1769264743325558_1862225810696117","https://www.facebook.com/1769264743325558_1862225810696117","video","Tag a friend with a beautiful personality <3","1769264743325558_1862225810696117","https://www.facebook.com/fiercebymitu/videos/1862225810696117/","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/19683572_1862226397362725_5441843887540797440_n.jpg?oh=d0925394439b7285c63152c94acd5bd7&oe=59C7E69A",2017-07-04 16:00:00,2017-07-04,"16:00",128646,552,214831,137761,5990,134796,12,95,80,158,985,83,146,890,3,68,73,684,2176,14,1226,1226,1085,3001,3201,292,8429,327,8756,0,8756,4263,8841,10793,57580,57017,578,9779,9425,354,2300,7164,0.8507,1,0.9963,0.9893,0.8008,0.6114,0.5044,0.407,0.3377,0.29,0.2315,0.167,0.1152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,27,0,0,0,0,"native","Fierce by mitu",1226,0.00889947082265663,0.000493608495873288,0.417970252829175,22.5035058430718,111,0.7568,0.2432,0,0,0,0,0.957453155853565,0.042546844146435,0.067699836867863,"<img src =' https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/19683572_1862226397362725_5441843887540797440_n.jpg?oh=d0925394439b7285c63152c94acd5bd7&oe=59C7E69A ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Tag a friend with a beautiful personality <3",0,NA,"Celebrity & Gossip","Square",0,0,1,0,NA,NA,NA,0.417970252829175,0.00889947082265663,137761,57580,22.5035058430718
