"status_id","permalink","post_type","sharetext","headline","link","full_picture","created_time","date","hour","page_total_likes","page_new_likes","post_impressions","post_reach","post_reach_fan_unique","post_reach_viral_unique","comments_on_post","likes_on_post","shares_on_post","total_comments","total_likes","total_shares","comments_on_shares","likes_on_shares","shares_on_shares","link_clicks","photo_view","video_play","other_clicks","post_negative_feedback","post_story_adds","post_stories","post_storytellers","post_consumptions","post_engaged_users","post_engaged_fan","post_video_complete_views_30s_autoplayed","post_video_complete_views_30s_clicked_to_play","post_video_complete_views_30s_organic","post_video_complete_views_30s_paid","post_video_complete_views_30s_unique","post_video_avg_time_watched","post_video_complete_views_organic_unique","post_video_length","post_video_views","post_video_views_autoplayed","post_video_views_clicked_to_play","post_video_views_10s_unique","post_video_views_10s_autoplayed","post_video_views_10s_clicked_to_play","post_video_views_10s_sound_on","post_video_views_sound_on","s0","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40","feed_likes","love","wow","haha","sad","angry","post_source_type","from_name","total_interactions","interaction_rate","ctr","views_rate","viral_fan_rate","total_reactions","feed_likes_rate","love_rate","wow_rate","haha_rate","sad_rate","angry_rate","viral_rate","fan_rate","share_rate","post_image","author","mitu_link","category","sponsored","reposted","original","repost","repost_order","times_repost","days_bet_repost","average_ctr","average_interaction_rate","average_post_reach","average_link_clicks","author_status"
"1769264743325558_1875412136044151","https://www.facebook.com/1769264743325558_1875412136044151","link","Love this - keep hustling Becky G!","Becky G Is Reminded Of Her Childhood And Opens Up About One Of The Hardest Moments In Her Life","https://fierce.wearemitu.com/fierce-boss-ladies/becky-g-is-reminded-of-her-childhood-and-opens-up-about-one-of-the-hardest-moments-in-her-life/","https://external.xx.fbcdn.net/safe_image.php?d=AQC3qza7m63aCIwM&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2Fsites%2F2%2F2017%2F07%2F28040122%2FBG-hero-0111.jpg&_nc_hash=AQB5hjleotZ1jFmk",2017-07-31 06:00:00,2017-07-31,"6:00",139254,122,204485,138056,5585,136524,0,23,11,21,233,11,21,210,0,5191,143,0,2615,13,265,265,248,7949,6347,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,0,0,0,0,"native","Fierce by mitu",265,0.00191951092310367,0.0376006837804949,0,24.4447627573859,23,0.913,0.087,0,0,0,0,0.960699181614113,0.0393008183858869,0.0415094339622641,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQC3qza7m63aCIwM&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2Fsites%2F2%2F2017%2F07%2F28040122%2FBG-hero-0111.jpg&_nc_hash=AQB5hjleotZ1jFmk ' title="""" alt="""" border=""0"" height=""100"" width=""100"">",NA,"https://fierce.wearemitu.com/fierce-boss-ladies/becky-g-is-reminded-of-her-childhood-and-opens-up-about-one-of-the-hardest-moments-in-her-life/","Celebrity & Gossip",0,0,1,0,NA,NA,NA,0.0376006837804949,0.00191951092310367,138056,5191,"Contributor"
"1769264743325558_1867012860217412","https://www.facebook.com/1769264743325558_1867012860217412","link","""If I'm being honest, my first thought was, 'Holy s---.'""","Because Beer Was Cheaper Than Water Where She Lived, She Started Experimenting And Created An Award-Winning Beer","https://fierce.wearemitu.com/fierce-boss-ladies/this-latinas-tamarindo-beer-won-vicelands-beerland-competition-and-its-inspired-by-her-abuela/","https://external.xx.fbcdn.net/safe_image.php?d=AQCgIbtDHxQFQJHD&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2Fsites%2F2%2F2017%2F07%2F10224822%2FJessFierro2.jpg&_nc_hash=AQDDMao4xZoymUyC",2017-07-11 08:00:00,2017-07-11,"8:00",131925,375,268671,181575,6300,179655,1,25,43,16,340,45,15,315,2,4175,175,0,1928,9,401,401,368,6278,5829,310,2,0,2,0,2,0,2,0,2,2,0,2,2,0,0,0,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,4,1,0,0,0,"native","Fierce by mitu",401,0.00220845380696682,0.0229932534765249,1.10147322043233e-05,28.5166666666667,32,0.8438,0.125,0.0312,0,0,0,0.966120835686053,0.0338791643139469,0.112219451371571,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQCgIbtDHxQFQJHD&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2Fsites%2F2%2F2017%2F07%2F10224822%2FJessFierro2.jpg&_nc_hash=AQDDMao4xZoymUyC ' title="""" alt="""" border=""0"" height=""100"" width=""100"">",NA,"https://fierce.wearemitu.com/fierce-boss-ladies/this-latinas-tamarindo-beer-won-vicelands-beerland-competition-and-its-inspired-by-her-abuela/","Identities",0,0,1,0,NA,NA,NA,0.0229932534765249,0.00220845380696682,181575,4175,"Contributor"
"1769264743325558_1857483621170336","https://www.facebook.com/1769264743325558_1857483621170336","link","Her vegan pan dulce is slaying the competition.","From Enfrijoladas To Conchas, This Mexicana Is Giving These Mexican Comfort Foods A Vegan Twist","https://fierce.wearemitu.com/fierce-boss-ladies/this-vegan-mexicana-decided-to-start-her-own-food-business-to-share-vegan-mexican-food-with-the-world/","https://scontent.xx.fbcdn.net/v/t45.1600-4/19394004_6089991291926_1241170936372133888_n.png?oh=7702986caf7088fb8d1e6142eb5e0181&oe=59D944FF",2017-06-21 08:00:00,2017-06-21,"8:00",112001,915,194618,131180,8541,125151,10,115,128,229,899,131,219,784,3,1485,55,0,1285,7,1259,1259,1086,2825,2976,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,34,5,0,0,0,"native","Fierce by mitu",1259,0.00959749961884434,0.011320323220003,0,14.6529680365297,188,0.7926,0.1809,0.0266,0,0,0,0.936114352392065,0.0638856476079347,0.104050833995234,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/19394004_6089991291926_1241170936372133888_n.png?oh=7702986caf7088fb8d1e6142eb5e0181&oe=59D944FF ' title="""" alt="""" border=""0"" height=""100"" width=""100"">",NA,"https://fierce.wearemitu.com/fierce-boss-ladies/this-vegan-mexicana-decided-to-start-her-own-food-business-to-share-vegan-mexican-food-with-the-world/","Identities",0,0,1,0,NA,NA,NA,0.011320323220003,0.00959749961884434,131180,1485,"Contributor"
"1769264743325558_1860260520892646","https://www.facebook.com/1769264743325558_1860260520892646","link","*holding back tears*","Jennifer Lopez Writes A Letter To Her Late Gay Aunt For Pride Month And It's Incredibly Touching","https://fierce.wearemitu.com/fierce/these-latinos-poured-their-hearts-in-letters-they-wrote-for-the-lgbtq-community-for-pride-month/","https://external.xx.fbcdn.net/safe_image.php?d=AQAy9fOt43de9c9G&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2Fsites%2F2%2F2017%2F06%2F24001114%2Flgbt-love-letters_v2__1024-1.png&_nc_hash=AQBUG-te2fKrDQ7h",2017-06-27 08:00:00,2017-06-27,"8:00",122605,1403,124815,80451,2867,79916,0,21,21,5,130,22,5,109,1,33,0,0,22,3,157,157,132,55,173,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,4,0,1,0,0,"native","Fierce by mitu",157,0.00195149842761432,0.000410187567587724,0,27.8744332054412,21,0.7619,0.1905,0,0.0476,0,0,0.965367285553797,0.0346327144462027,0.140127388535032,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQAy9fOt43de9c9G&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2Fsites%2F2%2F2017%2F06%2F24001114%2Flgbt-love-letters_v2__1024-1.png&_nc_hash=AQBUG-te2fKrDQ7h ' title="""" alt="""" border=""0"" height=""100"" width=""100"">",NA,"https://fierce.wearemitu.com/fierce/these-latinos-poured-their-hearts-in-letters-they-wrote-for-the-lgbtq-community-for-pride-month/","Celebrity & Gossip",0,0,1,0,NA,NA,NA,0.000410187567587724,0.00195149842761432,80451,33,"Contributor"
"1769264743325558_1861662560752442","https://www.facebook.com/1769264743325558_1861662560752442","link","Rule #1: You never, ever brush curly hair.","These Moments Prove That Beautiful, Curly Hair Is Not For Everyone","https://fierce.wearemitu.com/identities/the-struggles-and-triumphs-of-having-naturally-curly-hair/","https://scontent.xx.fbcdn.net/v/t45.1600-4/19945408_6069229146291_4114610254757494784_n.png?oh=611a20482d2339a814f5e6d62440ab30&oe=59C35794",2017-06-29 12:00:00,2017-06-29,"12:00",125458,1210,194617,126930,7402,122215,6,74,94,96,397,95,90,323,1,1695,287,0,877,12,588,588,502,2859,2719,328,4,1,5,0,5,0,3,0,30,29,1,10,9,1,5,8,0.7241,1,0.8966,0.7241,0.4138,0.3793,0.2414,0.2069,0.2069,0.2069,0.2069,0.1724,0.1724,0.1379,0.1379,0.1379,0.1034,0.1379,0.1034,0.1034,0.1034,0.1034,0.1034,0.1034,0.1034,0.1034,0.1034,0.1034,0.1379,0.1379,0.1379,0.1379,0.1379,0.1034,0.1034,0.1034,0.1034,0.1034,0.1034,0.1034,0.069,54,6,0,9,1,0,"native","Fierce by mitu",588,0.00463247459229497,0.0133538170645238,0.000236350744504845,16.5110780870035,70,0.7714,0.0857,0,0.1286,0.0143,0,0.942893293318006,0.0571067066819939,0.16156462585034,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/19945408_6069229146291_4114610254757494784_n.png?oh=611a20482d2339a814f5e6d62440ab30&oe=59C35794 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">",NA,"https://fierce.wearemitu.com/identities/the-struggles-and-triumphs-of-having-naturally-curly-hair/","Beauty & Fashion",0,0,1,0,NA,NA,NA,0.0133538170645238,0.00463247459229497,126930,1695,"Contributor"
"1769264743325558_1861008200817878","https://www.facebook.com/1769264743325558_1861008200817878","link","Cutting your hair short doesn't make you less feminine. :unamused:","How I Coped When My Latino Family Flipped Out When I Cut My Hair Short","https://fierce.wearemitu.com/the-beatdown/how-i-coped-when-my-latino-family-flipped-out-when-i-cut-my-hair-short/","https://external.xx.fbcdn.net/safe_image.php?d=AQDRYxt9dRlqhcTw&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2Fsites%2F2%2F2017%2F06%2F27230253%2FScreen-Shot-2017-06-27-at-4.05.41-PM.png&_nc_hash=AQAo0M52qhRMi1Uc",2017-06-28 12:00:00,2017-06-28,"12:00",124174,1633,140105,91327,5661,87663,2,32,42,54,267,43,52,235,1,82,0,0,33,7,364,364,322,115,402,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7,0,0,0,0,"native","Fierce by mitu",364,0.00398567783897424,0.000897872480208482,0,15.4854266030737,40,0.825,0.175,0,0,0,0,0.939340362607689,0.0606596373923107,0.118131868131868,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQDRYxt9dRlqhcTw&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2Fsites%2F2%2F2017%2F06%2F27230253%2FScreen-Shot-2017-06-27-at-4.05.41-PM.png&_nc_hash=AQAo0M52qhRMi1Uc ' title="""" alt="""" border=""0"" height=""100"" width=""100"">",NA,"https://fierce.wearemitu.com/the-beatdown/how-i-coped-when-my-latino-family-flipped-out-when-i-cut-my-hair-short/","Family & Friends",0,0,1,0,NA,NA,NA,0.000897872480208482,0.00398567783897424,91327,82,"Contributor"
"1769264743325558_1870248406560524","https://www.facebook.com/1769264743325558_1870248406560524","link","Who knew about the spoon trick?","Anyone Else Would Say WTF To These Beauty Tips I Learned From My Abuelita, But They Make Total Sense To Latinas","https://fierce.wearemitu.com/the-beatdown/makeup-hacks-we-learned-from-abuelita-way-before-they-became-popular-on-instagram/","https://external.xx.fbcdn.net/safe_image.php?d=AQBtETYJduOJsauD&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2Fsites%2F2%2F2017%2F07%2F18174855%2Fabuelita.jpg&_nc_hash=AQCdl7FG8TNXXmXE",2017-07-18 12:00:00,2017-07-18,"12:00",135554,436,229935,153106,8812,148834,3,38,63,36,272,65,33,234,2,7103,251,0,1667,6,373,373,341,9021,8242,766,12,1,13,0,13,0,3,0,29,28,1,15,14,1,10,13,0.6897,1,0.8276,0.5862,0.5517,0.5172,0.5172,0.4828,0.4828,0.4483,0.4483,0.4483,0.4483,0.4483,0.4483,0.4483,0.4483,0.4483,0.4483,0.4483,0.4483,0.4483,0.4483,0.4483,0.4483,0.4138,0.4138,0.4138,0.4138,0.3793,0.3793,0.3448,0.3448,0.3448,0.3103,0.3103,0.2759,0.1379,0.1034,0.1034,0.069,32,8,0,0,0,0,"native","Fierce by mitu",373,0.00243622065758363,0.0463926952568809,0.000189411257560122,16.8899228325011,40,0.8,0.2,0,0,0,0,0.944102609644393,0.0558973903556069,0.17426273458445,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQBtETYJduOJsauD&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2Fsites%2F2%2F2017%2F07%2F18174855%2Fabuelita.jpg&_nc_hash=AQCdl7FG8TNXXmXE ' title="""" alt="""" border=""0"" height=""100"" width=""100"">",NA,"https://fierce.wearemitu.com/the-beatdown/makeup-hacks-we-learned-from-abuelita-way-before-they-became-popular-on-instagram/","Beauty & Fashion",0,0,1,0,NA,NA,NA,0.0463926952568809,0.00243622065758363,153106,7103,"Contributor"
"1769264743325558_1878539849064713","https://www.facebook.com/1769264743325558_1878539849064713","link","Share your hacks in the comments! (Asking for a friend)","Anyone Who Isn’t A Pro At Putting On Red Lipstick Will Relate To This","https://fierce.wearemitu.com/the-beatdown/struggles-of-trying-to-rock-the-latina-red-lipstick-or-any-lipstick-for-that-matter/","https://external.xx.fbcdn.net/safe_image.php?d=AQA5kyL1iPfkgpQk&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2Fsites%2F2%2F2017%2F08%2F07053604%2FRedLipe2.jpg&_nc_hash=AQAPIyGyIbBmR9Sy",2017-08-07 12:00:00,2017-08-07,"12:00",141617,276,171264,114779,4607,113253,0,7,12,32,120,14,32,113,2,754,0,0,888,16,166,166,147,1642,1528,157,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,"native","Fierce by mitu",166,0.00144625759067425,0.00656914592390594,8.71239512454369e-06,24.5828087692642,10,0.5,0,0,0.5,0,0,0.960911250636348,0.0390887493636518,0.0843373493975904,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQA5kyL1iPfkgpQk&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2Fsites%2F2%2F2017%2F08%2F07053604%2FRedLipe2.jpg&_nc_hash=AQAPIyGyIbBmR9Sy ' title="""" alt="""" border=""0"" height=""100"" width=""100"">",NA,"https://fierce.wearemitu.com/the-beatdown/struggles-of-trying-to-rock-the-latina-red-lipstick-or-any-lipstick-for-that-matter/","Beauty & Fashion",0,0,1,0,NA,NA,NA,0.00656914592390594,0.00144625759067425,114779,754,"Contributor"
"1769264743325558_1865456080373090","https://www.facebook.com/1769264743325558_1865456080373090","link","Piojito never felt better.","If You’ve Ever Had A Set Of Acrylic Nails, You’ve Definitely Done These Things","https://fierce.wearemitu.com/the-beatdown/unofficial-uses-for-your-acrylic-nails-that-weve-all-done-at-least-once/","https://scontent.xx.fbcdn.net/v/t45.1600-4/19678149_23842594469240117_1729752534630793216_n.png?oh=60520d6ef70ab82eac0aabc37dd1e697&oe=5A0E161F",2017-07-10 08:00:00,2017-07-10,"8:00",131572,296,98976,65335,2772,64087,2,8,5,3,43,5,1,35,0,695,118,0,413,7,51,51,50,1226,1090,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,1,0,0,"native","Fierce by mitu",51,0.00078059233182827,0.0106374837376598,0,23.1194083694084,9,0.7778,0.1111,0,0.1111,0,0,0.958539613215872,0.0414603867841278,0.0980392156862745,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/19678149_23842594469240117_1729752534630793216_n.png?oh=60520d6ef70ab82eac0aabc37dd1e697&oe=5A0E161F ' title="""" alt="""" border=""0"" height=""100"" width=""100"">",NA,"https://fierce.wearemitu.com/the-beatdown/unofficial-uses-for-your-acrylic-nails-that-weve-all-done-at-least-once/","Beauty & Fashion",0,0,1,0,NA,NA,NA,0.0106374837376598,0.00078059233182827,65335,695,"Contributor"
"1769264743325558_1867042300214468","https://www.facebook.com/1769264743325558_1867042300214468","link","This is why it's important that we talk about this.","People Are Sharing Their Connection To Substance Abuse After Kat Von D Marked Her 10 Year Sobriety Mark","https://fierce.wearemitu.com/things-that-matter/kat-von-d-is-celebrating-10-years-of-sobriety-and-people-are-responding-by-sharing-their-struggles-with-substance-abuse/","https://external.xx.fbcdn.net/safe_image.php?d=AQBoaD5dTCrs7-mY&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2Fsites%2F2%2F2017%2F07%2F11004502%2FKatVonDSobriety-650x384.jpg&_nc_hash=AQDHHDUonHa8BN78",2017-07-11 10:00:00,2017-07-11,"10:00",131925,375,465318,311268,12702,305543,3,64,81,56,1180,82,53,1116,1,13330,143,0,3387,14,1318,1318,1227,16860,16124,1079,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,14,0,0,0,0,"native","Fierce by mitu",1318,0.00423429327781847,0.0428248326201216,3.21266561291235e-06,24.0547157927885,76,0.8158,0.1842,0,0,0,0,0.960087354082546,0.0399126459174535,0.0622154779969651,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQBoaD5dTCrs7-mY&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2Fsites%2F2%2F2017%2F07%2F11004502%2FKatVonDSobriety-650x384.jpg&_nc_hash=AQDHHDUonHa8BN78 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">",NA,"https://fierce.wearemitu.com/things-that-matter/kat-von-d-is-celebrating-10-years-of-sobriety-and-people-are-responding-by-sharing-their-struggles-with-substance-abuse/","Celebrity & Gossip",0,0,1,0,NA,NA,NA,0.0428248326201216,0.00423429327781847,311268,13330,"Contributor"
"1769264743325558_1857479351170763","https://www.facebook.com/1769264743325558_1857479351170763","link","""To my parents, me being born here was already an advantage and they wanted me to use that to the fullest.""","He Wrote This Note For His English Class When She Was 6 And She Found It Just Before Earning Her Masters","https://fierce.wearemitu.com/you-earned-it/months-before-getting-her-masters-this-latina-found-a-letter-from-her-father-that-will-make-you-cry/","https://scontent.xx.fbcdn.net/v/t45.1600-4/19394109_6089991429726_1663984147103744000_n.png?oh=b3ee1939d298fcb1a2540f6cc8a5f790&oe=59D2EF00",2017-06-21 10:00:00,2017-06-21,"10:00",112001,915,40713,25859,1675,24755,0,19,20,6,159,20,6,140,0,431,203,0,343,1,185,185,179,977,876,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,27,0,0,0,0,"native","Fierce by mitu",185,0.00715418229629916,0.0166673111875943,0,14.7791044776119,53,0.4906,0.5094,0,0,0,0,0.936625047294741,0.0633749527052592,0.108108108108108,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/19394109_6089991429726_1663984147103744000_n.png?oh=b3ee1939d298fcb1a2540f6cc8a5f790&oe=59D2EF00 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">",NA,"https://fierce.wearemitu.com/you-earned-it/months-before-getting-her-masters-this-latina-found-a-letter-from-her-father-that-will-make-you-cry/","Identities",0,0,1,0,NA,NA,NA,0.0166673111875943,0.00715418229629916,25859,431,"Contributor"
"1769264743325558_1844873982431300","https://www.facebook.com/1769264743325558_1844873982431300","link","How do people even think of making these things?!","The Crafty Chica Is Here To Give The DIY Scene A Bit Of Culture With Her Own Crafting Tips","https://wearemitu.com/fierce/9-cool-diy-projects-you-can-do-at-home/","https://scontent.xx.fbcdn.net/v/t45.1600-4/c249.0.720.720/p720x720/18507916_6088351179726_1104716329274834944_n.png?oh=d26c921ef3cd7975008bc5c6fafdb02a&oe=59B632FC",2017-05-29 10:00:00,2017-05-29,"10:00",103203,258,18236,12437,10240,1169,4,90,14,8,95,14,4,5,0,371,1,0,65,6,117,117,106,437,455,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,17,0,0,0,0,"native","Fierce by mitu",117,0.00940741336335129,0.02983034493849,0,0.11416015625,94,0.8191,0.1809,0,0,0,0,0.102462967832413,0.897537032167587,0.11965811965812,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/c249.0.720.720/p720x720/18507916_6088351179726_1104716329274834944_n.png?oh=d26c921ef3cd7975008bc5c6fafdb02a&oe=59B632FC ' title="""" alt="""" border=""0"" height=""100"" width=""100"">",NA,"https://wearemitu.com/fierce/9-cool-diy-projects-you-can-do-at-home/","Identities",0,0,1,0,NA,NA,NA,0.02983034493849,0.00940741336335129,12437,371,"Contributor"
"1769264743325558_1840102432908455","https://www.facebook.com/1769264743325558_1840102432908455","link","She and her followers are not holding back.","Ana Navarro Is Exposing The GOP's Double Standard Of Letting Trump Share Classified Information Without Consequence","https://wearemitu.com/fierce/ana-navarro-is-calling-out-the-gop-hypocrisy-with-a-single-tweet-talking-about-impeachment/","https://external.xx.fbcdn.net/safe_image.php?d=AQDhrslJmGOCuQo_&url=https%3A%2F%2Fscontent.xx.fbcdn.net%2Ft45.1600-4%2F18341227_6087709025526_6786946873493028864_n.png&_nc_hash=AQDbvD_M0rVptG60",2017-05-16 19:00:00,2017-05-16,"19:00",89211,1515,211116,140654,6094,138878,0,50,71,39,690,71,39,640,0,2357,123,0,1047,4,800,800,711,3527,3471,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,6,0,6,0,0,"native","Fierce by mitu",800,0.00568771595546518,0.0167574331337893,0,22.7893009517558,55,0.7818,0.1091,0,0.1091,0,0,0.957964296553817,0.0420357034461827,0.08875,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQDhrslJmGOCuQo_&url=https%3A%2F%2Fscontent.xx.fbcdn.net%2Ft45.1600-4%2F18341227_6087709025526_6786946873493028864_n.png&_nc_hash=AQDbvD_M0rVptG60 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jorge Rodriguez-Jimenez","https://wearemitu.com/fierce/ana-navarro-is-calling-out-the-gop-hypocrisy-with-a-single-tweet-talking-about-impeachment/","News & Issues",0,0,1,0,NA,NA,NA,0.0167574331337893,0.00568771595546518,140654,2357,"Jorge Rodriguez-Jimenez"
"1769264743325558_1837685766483455","https://www.facebook.com/1769264743325558_1837685766483455","link","'I grind harder than a molcajete' is grad cap goals.","Check Out How These Latinas Are Clapping Back With The Designs On Their Graduation Caps","https://wearemitu.com/fierce/check-out-how-these-latinas-are-clapping-back-with-the-designs-on-their-graduation-caps/","https://external.xx.fbcdn.net/safe_image.php?d=AQDKUJvytonvRRkb&url=https%3A%2F%2Fscontent.xx.fbcdn.net%2Ft45.1600-4%2F18091490_6087406862326_7936474954504077312_n.jpg&_nc_hash=AQC67lNpcktkYNOE",2017-05-12 12:00:00,2017-05-12,"12:00",81517,1384,1336139,826348,25085,817654,41,441,1587,981,12802,1622,940,12361,35,28586,120,0,9262,47,15405,15405,13237,37968,40066,3090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,116,0,2,0,0,"native","Fierce by mitu",15405,0.0186422669383843,0.0345931738202307,0,32.5953358580825,429,0.7249,0.2704,0,0.0047,0,0,0.970233963302992,0.0297660366970082,0.105290490100617,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQDKUJvytonvRRkb&url=https%3A%2F%2Fscontent.xx.fbcdn.net%2Ft45.1600-4%2F18091490_6087406862326_7936474954504077312_n.jpg&_nc_hash=AQC67lNpcktkYNOE ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jessica Garcia","https://wearemitu.com/fierce/check-out-how-these-latinas-are-clapping-back-with-the-designs-on-their-graduation-caps/","Latino Culture",0,0,1,0,NA,NA,NA,0.0345931738202307,0.0186422669383843,826348,28586,"Jessica Garcia"
