"status_id","permalink","post_type","sharetext","headline","link","full_picture","created_time","date","hour","page_total_likes","page_new_likes","post_impressions","post_reach","post_reach_fan_unique","post_reach_viral_unique","comments_on_post","likes_on_post","shares_on_post","total_comments","total_likes","total_shares","comments_on_shares","likes_on_shares","shares_on_shares","link_clicks","photo_view","video_play","other_clicks","post_negative_feedback","post_story_adds","post_stories","post_storytellers","post_consumptions","post_engaged_users","post_engaged_fan","post_video_complete_views_30s_autoplayed","post_video_complete_views_30s_clicked_to_play","post_video_complete_views_30s_organic","post_video_complete_views_30s_paid","post_video_complete_views_30s_unique","post_video_avg_time_watched","post_video_complete_views_organic_unique","post_video_length","post_video_views","post_video_views_autoplayed","post_video_views_clicked_to_play","post_video_views_10s_unique","post_video_views_10s_autoplayed","post_video_views_10s_clicked_to_play","post_video_views_10s_sound_on","post_video_views_sound_on","s0","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40","feed_likes","love","wow","haha","sad","angry","post_source_type","from_name","total_interactions","interaction_rate","ctr","views_rate","viral_fan_rate","share_rate","total_reactions","feed_likes_rate","love_rate","wow_rate","haha_rate","sad_rate","angry_rate","viral_rate","fan_rate","post_image","author","mitu_link","category","sponsored","reposted","original","repost","repost_order","times_repost","days_bet_repost","average_ctr","average_interaction_rate","average_post_reach","average_link_clicks","author_status"
"150424302108405_241411243009710","https://www.facebook.com/150424302108405_241411243009710","link","More proof that Chicanos can't be stopped.","Cheech Marin Just Scored This Major Victory For Chicanos Everywhere","https://wearemitu.com/no-pos-wow/legendary-comedian-set-to-open-chicano-art-museum-in-california/","https://scontent.xx.fbcdn.net/v/t45.1600-4/18341506_6087845566526_3188258338123022336_n.jpg?oh=e0a9e7b954b7ba14f8efa4ad9a41f888&oe=59FF251C",2017-05-19 14:00:00,2017-05-19,"14:00",119325,767,203714,134048,8478,129285,1,178,307,66,1956,309,65,1778,2,2556,257,0,1088,9,2331,2331,2074,3901,4764,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,21,0,0,0,0,"native","Bad Hombres",2331,0.0173892933874433,0.0190677966101695,0,15.2494692144374,0.132561132561133,144,0.8542,0.1458,0,0,0,0,0.938459528320376,0.0615404716796237,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/18341506_6087845566526_3188258338123022336_n.jpg?oh=e0a9e7b954b7ba14f8efa4ad9a41f888&oe=59FF251C ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Lucas Molandes","https://wearemitu.com/no-pos-wow/legendary-comedian-set-to-open-chicano-art-museum-in-california/","News & Issues",0,0,1,0,NA,NA,NA,0.0190677966101695,0.0173892933874433,134048,2556,"Lucas Molandes"
"150424302108405_251555311995303","https://www.facebook.com/150424302108405_251555311995303","link","I've watched this so many times and I still can't believe it.","Neymar Jr. Basically Destroyed Gravity During This Jimmy Kimmel Segment","https://wearemitu.com/no-pos-wow/neymar-jr-and-guillermo-make-history-on-jimmy-kimmel-live/","https://scontent.xx.fbcdn.net/v/t45.1600-4/19033270_6089462079926_6395829993124921344_n.jpg?oh=8b6e42c91fc08d26e610bc5a45e2142c&oe=59EACBA7",2017-06-12 10:00:00,2017-06-12,"10:00",144643,2071,202411,136037,10307,128493,4,92,41,50,430,46,46,338,5,4201,143,0,836,10,526,526,479,5180,4795,525,1,0,1,0,1,0,0,0,5,5,0,2,2,0,0,1,1,1,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,77,5,0,9,0,0,"native","Bad Hombres",526,0.0038665951175048,0.0308813043510221,3.67547064401597e-05,12.466576113321,0.0874524714828897,91,0.8462,0.0549,0,0.0989,0,0,0.925742074927954,0.0742579250720461,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/19033270_6089462079926_6395829993124921344_n.jpg?oh=8b6e42c91fc08d26e610bc5a45e2142c&oe=59EACBA7 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Lucas Molandes","https://wearemitu.com/no-pos-wow/neymar-jr-and-guillermo-make-history-on-jimmy-kimmel-live/","TV & Movies",0,0,1,0,NA,NA,NA,0.0308813043510221,0.0038665951175048,136037,4201,"Lucas Molandes"
"150424302108405_187545068396328","https://www.facebook.com/150424302108405_187545068396328","link","""Sometimes protection isn't enough.""","’69’ And Other Ways Sex Has Done A Number On Me","https://www.wearemitu.com/bad-hombres/69-and-other-ways-sex-has-done-a-number-on-me/","https://external.xx.fbcdn.net/safe_image.php?d=AQD_v1dRfu210nIq&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F02%2F13123824%2FHEROJ.jpg&_nc_hash=AQB7VMv2JdC7uVno",2017-02-14 11:00:00,2017-02-14,"11:00",293,20,33094,22691,28,22625,0,7,3,0,22,3,0,15,0,108,2,0,54,2,25,25,24,164,173,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,2,0,0,"native","Bad Hombres",25,0.00110175840641664,0.00475959631571989,0,808.035714285714,0.12,7,0.7143,0,0,0.2857,0,0,0.998763960623317,0.001236039376683,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQD_v1dRfu210nIq&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F02%2F13123824%2FHEROJ.jpg&_nc_hash=AQB7VMv2JdC7uVno ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://www.wearemitu.com/bad-hombres/69-and-other-ways-sex-has-done-a-number-on-me/","Sex & Relationships",0,0,1,0,NA,NA,NA,0.00475959631571989,0.00110175840641664,22691,108,"Jason Marcus"
"150424302108405_208499392967562","https://www.facebook.com/150424302108405_208499392967562","link","We come from all over...","8 Latinos In MLB Today Who Came From The Unlikeliest Of Baseball-Playing Countries","https://www.wearemitu.com/bad-hombres/8-latinos-in-mlb-today-who-came-from-the-unlikeliest-of-baseball-playing-countries/","https://external.xx.fbcdn.net/safe_image.php?d=AQAZWjjQMfqdFbMZ&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F03%2F21103746%2FLatinos-in-MLB.png&_nc_hash=AQB9oqY-zM-Kqwch",2017-03-21 17:00:00,2017-03-21,"17:00",41221,1262,22617,14894,998,14006,0,8,3,0,20,3,0,12,0,41,5,0,30,3,23,23,23,76,85,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,"native","Bad Hombres",23,0.00154424600510273,0.00275278635692225,0,14.0340681362725,0.130434782608696,8,1,0,0,0,0,0,0.933484404158891,0.066515595841109,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQAZWjjQMfqdFbMZ&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F03%2F21103746%2FLatinos-in-MLB.png&_nc_hash=AQB9oqY-zM-Kqwch ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Alonso Tacanga","https://www.wearemitu.com/bad-hombres/8-latinos-in-mlb-today-who-came-from-the-unlikeliest-of-baseball-playing-countries/","Sports",0,0,1,0,NA,NA,NA,0.00275278635692225,0.00154424600510273,14894,41,"Contributor"
"150424302108405_201700450314123","https://www.facebook.com/150424302108405_201700450314123","link","I wanted to be Donatello.","9 Things About You That Prove You Were A Teenage Mutant Ninja Turtle When You Were A Kid","https://www.wearemitu.com/newsfeed/9-things-about-you-that-prove-you-were-a-teenage-mutant-ninja-turtle-when-you-were-a-kid/","https://external.xx.fbcdn.net/safe_image.php?d=AQDylxiznIxitUG5&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F02%2F22133733%2F9-things-about-you-that-prove-you-were-a-teenage-mutant-ninja-turtle-when-you-were-a-kid.jpg&_nc_hash=AQAvTlwgA4PnWdXn",2017-03-13 11:00:00,2017-03-13,"11:00",17285,1252,17045,10612,440,10115,1,14,5,2,18,7,1,4,2,18,12,0,30,1,27,27,23,60,83,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,0,1,0,0,"native","Bad Hombres",27,0.00254428948360347,0.00169619298906898,0,22.9886363636364,0.259259259259259,14,0.7857,0.1429,0,0.0714,0,0,0.958313595452392,0.0416864045476078,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQDylxiznIxitUG5&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F02%2F22133733%2F9-things-about-you-that-prove-you-were-a-teenage-mutant-ninja-turtle-when-you-were-a-kid.jpg&_nc_hash=AQAvTlwgA4PnWdXn ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://www.wearemitu.com/bad-hombres/9-things-about-you-that-prove-you-were-a-teenage-mutant-ninja-turtle-when-you-were-a-kid/","TV & Movies",0,0,1,0,NA,NA,NA,0.00169619298906898,0.00254428948360347,10612,18,"Jason Marcus"
"150424302108405_201603983657103","https://www.facebook.com/150424302108405_201603983657103","link","The trimmings alone are worth more than $20,000.","A Brazilian Microbrewer Has Crafted Beer From An Ingredient You’d Never Expect","https://www.wearemitu.com/bad-hombres/a-brazilian-microbrewer-has-crafted-beer-from-an-ingredient-youd-never-expect/","https://external.xx.fbcdn.net/safe_image.php?d=AQBVw5gEAg3GHMX3&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F03%2F07121709%2FBonsMain.jpg&_nc_hash=AQCs_4QF9rQwzpYL",2017-03-10 11:00:00,2017-03-10,"11:00",14329,441,17339,11468,438,10992,1,11,2,3,19,2,2,8,0,29,17,0,43,0,24,24,20,89,96,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,1,0,0,0,"native","Bad Hombres",24,0.00209277990931287,0.00252877572375305,0,25.0958904109589,0.0833333333333333,11,0.9091,0,0.0909,0,0,0,0.961679790026247,0.0383202099737533,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQBVw5gEAg3GHMX3&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F03%2F07121709%2FBonsMain.jpg&_nc_hash=AQCs_4QF9rQwzpYL ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://www.wearemitu.com/bad-hombres/a-brazilian-microbrewer-has-crafted-beer-from-an-ingredient-youd-never-expect/","Food & Beverages",0,0,1,0,NA,NA,NA,0.00252877572375305,0.00209277990931287,11468,29,"Jason Marcus"
"150424302108405_209068656243969","https://www.facebook.com/150424302108405_209068656243969","link","'Willy Wonka & The Chancla Factory' DEAD.","We Photoshopped Movie Posters With Chanclas, Because Why Not?","https://www.wearemitu.com/bad-hombres/heres-a-list-of-movies-that-are-scarier-because-chancla-is-in-the-title/","https://scontent.xx.fbcdn.net/v/t45.1600-4/17312467_6074427540909_2772094441140256768_n.png?oh=0fde58980da3064f25ac0184595786aa&oe=5A356B10",2017-03-22 17:00:00,2017-03-22,"17:00",41758,557,33404,22925,1890,20431,10,57,28,14,120,30,4,63,2,193,1,0,53,1,164,164,139,247,346,108,2,0,2,0,2,0,2,0,5,5,0,4,4,0,2,2,1,1,0.8,0.8,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.2,27,1,0,28,0,0,"native","Bad Hombres",164,0.00715376226826608,0.00841875681570338,0.000218102508178844,10.8100529100529,0.182926829268293,56,0.4821,0.0179,0,0.5,0,0,0.915326374266386,0.0846736257336141,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/17312467_6074427540909_2772094441140256768_n.png?oh=0fde58980da3064f25ac0184595786aa&oe=5A356B10 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://www.wearemitu.com/bad-hombres/heres-a-list-of-movies-that-are-scarier-because-chancla-is-in-the-title/","TV & Movies",0,0,1,0,NA,NA,NA,0.00841875681570338,0.00715376226826608,22925,193,"Jason Marcus"
"150424302108405_204296840054484","https://www.facebook.com/150424302108405_204296840054484","link","For anyone who skipped shop class, this is way too real...","Here's A List Of Things That Take Away Your Manhood","https://www.wearemitu.com/bad-hombres/heres-a-list-of-things-that-probably-emasculate-you-all-the-time/","https://scontent.xx.fbcdn.net/v/t45.1600-4/17312315_6073965944909_6656107699912048640_n.png?oh=9a165a7e777a7c08f2c6b9ec6678f967&oe=5A33C5E1",2017-03-15 14:00:00,2017-03-15,"14:00",17532,85,19135,13560,617,11151,1,29,4,4,39,4,3,10,0,86,1,0,105,0,47,47,42,192,217,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1,1,5,0,0,"native","Bad Hombres",47,0.00346607669616519,0.00634218289085546,0,18.0729335494327,0.0851063829787234,29,0.7586,0.0345,0.0345,0.1724,0,0,0.947569680489463,0.052430319510537,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/17312315_6073965944909_6656107699912048640_n.png?oh=9a165a7e777a7c08f2c6b9ec6678f967&oe=5A33C5E1 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://www.wearemitu.com/bad-hombres/heres-a-list-of-things-that-probably-emasculate-you-all-the-time/","Other",0,0,1,0,NA,NA,NA,0.00634218289085546,0.00346607669616519,13560,86,"Jason Marcus"
"150424302108405_200162323801269","https://www.facebook.com/150424302108405_200162323801269","link","Even the torture rack?","Here’s A List Of Wrestling Moves You Didn’t Know Were Invented By Latinos","https://www.wearemitu.com/bad-hombres/heres-a-list-of-wrestling-moves-you-didnt-know-were-invented-by-latinos/","https://external.xx.fbcdn.net/safe_image.php?d=AQBKyKRApkWBQe8-&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F03%2F03130536%2FTESTIMAGE.jpg&_nc_hash=AQCG_0LQh8rbfxeH",2017-03-08 11:00:00,2017-03-08,"11:00",13453,82,19541,13307,461,12910,1,23,9,3,34,9,2,11,0,43,5,0,63,1,46,46,40,111,146,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,3,0,0,0,0,"native","Bad Hombres",46,0.00345682723378673,0.00323138197940933,0,28.0043383947939,0.195652173913043,23,0.8696,0.1304,0,0,0,0,0.965522399222197,0.0344776007778027,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQBKyKRApkWBQe8-&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F03%2F03130536%2FTESTIMAGE.jpg&_nc_hash=AQCG_0LQh8rbfxeH ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://www.wearemitu.com/bad-hombres/heres-a-list-of-wrestling-moves-you-didnt-know-were-invented-by-latinos/","Sports",0,0,1,0,NA,NA,NA,0.00323138197940933,0.00345682723378673,13307,43,"Jason Marcus"
"150424302108405_204515746699260","https://www.facebook.com/150424302108405_204515746699260","link","They give you the jawline that God didn't.","Here's Why Once You Go To A Dominican Barbershops, You Never Go Back To The Other Spots","https://www.wearemitu.com/bad-hombres/heres-why-you-need-to-quit-playing-and-go-to-a-dominican-barbershop-right-now/","https://scontent.xx.fbcdn.net/v/t45.1600-4/17312624_6073985326909_801696645556207616_n.png?oh=f3008baf03dc5f40fcb64695a3bf9b61&oe=59F554B7",2017-03-16 14:00:00,2017-03-16,"14:00",27083,9667,577158,382946,4775,381801,10,47,91,136,901,93,126,854,2,6673,228,0,3796,15,1130,1130,1013,10697,10008,267,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,2,13,0,0,"native","Bad Hombres",1130,0.00295080768567892,0.0174254333509163,2.61133423511409e-06,79.9583246073298,0.0823008849557522,46,0.6522,0.0217,0.0435,0.2826,0,0,0.987647965729895,0.0123520342701047,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/17312624_6073985326909_801696645556207616_n.png?oh=f3008baf03dc5f40fcb64695a3bf9b61&oe=59F554B7 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://www.wearemitu.com/bad-hombres/heres-why-you-need-to-quit-playing-and-go-to-a-dominican-barbershop-right-now/","Beauty & Fashion",0,0,1,0,NA,NA,NA,0.0174254333509163,0.00295080768567892,382946,6673,"Jason Marcus"
"150424302108405_210117752805726","https://www.facebook.com/150424302108405_210117752805726","link","The ingredients he used as fillers were insane.","This Man Lied About Being A Butt Doctor And He Put This Woman's Health On The Line","https://www.wearemitu.com/bad-hombres/heres-why-you-should-leave-the-butt-stuff-to-professionals/","https://external.xx.fbcdn.net/safe_image.php?d=AQBfU166kLQkB967&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F03%2F17131357%2FButt-Injection.png&_nc_hash=AQBtB-z8O0VVnTq_",2017-03-24 14:00:00,2017-03-24,"14:00",45988,1219,32112,22280,1275,21391,0,5,3,1,22,3,1,17,0,144,21,0,90,3,26,26,25,255,263,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0,"native","Bad Hombres",26,0.00116696588868941,0.00646319569120287,0,16.7772549019608,0.115384615384615,5,1,0,0,0,0,0,0.943748345539575,0.0562516544604253,"<img src =' https://external.xx.fbcdn.net/safe_image.php?d=AQBfU166kLQkB967&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F03%2F17131357%2FButt-Injection.png&_nc_hash=AQBtB-z8O0VVnTq_ ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://www.wearemitu.com/bad-hombres/heres-why-you-should-leave-the-butt-stuff-to-professionals/","Sensationalist",0,0,1,0,NA,NA,NA,0.00646319569120287,0.00116696588868941,22280,144,"Jason Marcus"
"150424302108405_212532089230959","https://www.facebook.com/150424302108405_212532089230959","link","He's baaaaaaack!","He Called The Cancellation Of 'Lopez Tonight' 'A Blow To Diversity.' Now 'Lopez' Returns With A Transgender Actress And Way More People Of Color","https://www.wearemitu.com/bad-hombres/in-this-season-2-trailer-for-lopez-george-lopez-is-one-mean-s-o-b/","https://scontent.xx.fbcdn.net/v/t45.1600-4/17508808_6074883486909_145015310141882368_n.png?oh=91500d6f6f0441fd5723469d3fc5016d&oe=59F17378",2017-03-29 14:00:00,2017-03-29,"14:00",46969,134,25426,16724,2464,13456,1,34,5,2,49,5,1,15,0,158,2,0,88,1,56,56,53,248,278,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,4,0,0,1,0,"native","Bad Hombres",56,0.00334848122458742,0.00944750059794308,0,5.46103896103896,0.0892857142857143,34,0.8529,0.1176,0,0,0.0294,0,0.845226130653266,0.154773869346734,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/17508808_6074883486909_145015310141882368_n.png?oh=91500d6f6f0441fd5723469d3fc5016d&oe=59F17378 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://www.wearemitu.com/bad-hombres/in-this-season-2-trailer-for-lopez-george-lopez-is-one-mean-s-o-b/","TV & Movies",0,0,1,0,NA,NA,NA,0.00944750059794308,0.00334848122458742,16724,158,"Jason Marcus"
"150424302108405_216063728877795","https://www.facebook.com/150424302108405_216063728877795","link","I wanna see the 'Pre-nup-On-A-Pole' match.","Nikki Bella And John Cena Got Engaged At Wrestlemania, But What Does It Really Mean?","https://www.wearemitu.com/bad-hombres/john-cena-proposes-to-nikki-bella-at-wrestlemania-and-she-says-yes-yes-yes/","https://scontent.xx.fbcdn.net/v/t45.1600-4/17508769_23842560132460117_7121741996577783808_n.png?oh=b7a24f1180617cd950ba49502346b2f2&oe=5A021296",2017-04-04 14:00:00,2017-04-04,"14:00",56802,2113,353891,229901,4478,227394,3,41,20,39,469,24,36,428,4,2664,169,0,2427,8,532,532,524,5260,4957,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,2,0,8,0,0,"native","Bad Hombres",532,0.00231403952135919,0.0115875964001896,0,50.7802590442162,0.0451127819548872,41,0.7561,0.0488,0,0.1951,0,0,0.980687620756279,0.0193123792437207,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/17508769_23842560132460117_7121741996577783808_n.png?oh=b7a24f1180617cd950ba49502346b2f2&oe=5A021296 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://www.wearemitu.com/bad-hombres/john-cena-proposes-to-nikki-bella-at-wrestlemania-and-she-says-yes-yes-yes/","Sports",0,0,1,0,NA,NA,NA,0.0115875964001896,0.00231403952135919,229901,2664,"Jason Marcus"
"150424302108405_213065432510958","https://www.facebook.com/150424302108405_213065432510958","link","""Holy crap!""","This Flash-Animated Cartoon Character Got Me Through College","https://www.wearemitu.com/bad-hombres/luchador-masks-in-pop-culture-history-strong-bad/","https://scontent.xx.fbcdn.net/v/t45.1600-4/17616699_6074980984509_7483267437039714304_n.png?oh=d2a2e393c2de495c7c0ed7a75a26c203&oe=5A31FFD3",2017-04-02 14:00:00,2017-04-02,"14:00",53027,452,20239,12828,1254,10800,4,28,11,9,40,11,5,12,0,38,21,0,36,3,60,60,50,95,133,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,8,0,0,0,0,"native","Bad Hombres",60,0.00467726847521048,0.00296227003429997,0,8.61244019138756,0.183333333333333,27,0.7037,0.2963,0,0,0,0,0.895968143354903,0.104031856645097,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/17616699_6074980984509_7483267437039714304_n.png?oh=d2a2e393c2de495c7c0ed7a75a26c203&oe=5A31FFD3 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://www.wearemitu.com/bad-hombres/luchador-masks-in-pop-culture-history-strong-bad/","Other",0,0,1,0,NA,NA,NA,0.00296227003429997,0.00467726847521048,12828,38,"Jason Marcus"
"150424302108405_220954071722094","https://www.facebook.com/150424302108405_220954071722094","link","These are the things that make me scream like a little girl.","A New Spider Was Discovered In Baja California After Biting Someone, And It’s Bigger Than A Softball","https://www.wearemitu.com/bad-hombres/meet-the-new-8-legged-face-of-your-nightmares/","https://scontent.xx.fbcdn.net/v/t45.1600-4/17860360_6064832633291_201760525430816768_n.jpg?oh=2993c8e805934fee6a9882b5bf0931fd&oe=5A054095",2017-04-10 14:00:00,2017-04-10,"14:00",67294,5373,28175,19281,2101,17154,2,15,7,3,26,8,1,11,1,172,9,0,51,2,37,37,34,232,243,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,2,0,0,"native","Bad Hombres",37,0.00191898760437737,0.00892069913386235,0,8.16468348405521,0.216216216216216,15,0.6667,0,0.2,0.1333,0,0,0.890885484289795,0.109114515710205,"<img src =' https://scontent.xx.fbcdn.net/v/t45.1600-4/17860360_6064832633291_201760525430816768_n.jpg?oh=2993c8e805934fee6a9882b5bf0931fd&oe=5A054095 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","Jason Marcus","https://www.wearemitu.com/bad-hombres/meet-the-new-8-legged-face-of-your-nightmares/","Animals",0,0,1,0,NA,NA,NA,0.00892069913386235,0.00191898760437737,19281,172,"Jason Marcus"
